date,open,high,low,close,volume
2025-08-14,14.140000343322754,14.399999618530273,13.890000343322754,14.229999542236328,1166500
2025-08-15,14.40999984741211,15.829999923706055,14.354999542236328,15.710000038146973,2814800
2025-08-18,15.479999542236328,16.020000457763672,15.479999542236328,16.010000228881836,1876700
2025-08-19,15.890000343322754,16.139999389648438,14.899999618530273,15.25,2514300
2025-08-20,15.109999656677246,15.28499984741211,14.59000015258789,14.699999809265137,1304800
2025-08-21,14.569999694824219,14.6850004196167,14.229999542236328,14.680000305175781,1095600
2025-08-22,16.010000228881836,16.1200008392334,15.220000267028809,15.609999656677246,5706500
2025-08-25,15.569999694824219,15.9399995803833,14.9399995803833,14.9399995803833,2397700
2025-08-26,15.020000457763672,15.739999771118164,14.829999923706055,15.729999542236328,1808500
2025-08-27,15.760000228881836,16.200000762939453,15.395000457763672,15.600000381469727,1498500
2025-08-28,15.670000076293945,16.1299991607666,15.333999633789062,15.520000457763672,982400
2025-08-29,15.529999732971191,15.720000267028809,15.279999732971191,15.390000343322754,999700
2025-09-02,15.3100004196167,16.049999237060547,15.3100004196167,15.890000343322754,1450500
2025-09-03,16.149999618530273,17.25,15.649999618530273,16.209999084472656,2427900
2025-09-04,16.059999465942383,16.267000198364258,15.6899995803833,16.06999969482422,1277300
2025-09-05,16.25,17.049999237060547,15.779999732971191,15.869999885559082,3451700
2025-09-08,15.550000190734863,15.550000190734863,13.630000114440918,14.489999771118164,4003600
2025-09-09,14.5600004196167,14.680000305175781,14.319999694824219,14.479999542236328,1503700
2025-09-10,14.510000228881836,14.550000190734863,13.760000228881836,14.010000228881836,2272800
2025-09-11,14.09000015258789,14.149999618530273,13.760000228881836,14.069999694824219,1650900
2025-09-12,14.100000381469727,14.149999618530273,13.630000114440918,13.930000305175781,1882400
2025-09-15,14.050000190734863,14.229999542236328,13.454999923706055,13.739999771118164,1726400
2025-09-16,13.699999809265137,13.949999809265137,13.40999984741211,13.489999771118164,1605800
2025-09-17,13.869999885559082,15.154999732971191,13.760000228881836,14.699999809265137,4294300
2025-09-18,15.25,15.710000038146973,14.760000228881836,15.520000457763672,3741600
2025-09-19,15.59000015258789,15.670000076293945,14.300000190734863,14.319999694824219,4483500
2025-09-22,14.279999732971191,15.010000228881836,13.880000114440918,14.850000381469727,3541200
2025-09-23,14.779999732971191,14.968999862670898,14.069999694824219,14.15999984741211,3140100
2025-09-24,14.180000305175781,14.3100004196167,13.710000038146973,13.739999771118164,2051600
2025-09-25,13.550000190734863,13.819999694824219,13.399999618530273,13.819999694824219,2255500
2025-09-26,13.8100004196167,15.079999923706055,13.65999984741211,15.0,3224800
