date,open,high,low,close,volume
2025-08-14,1.5800000429153442,1.5800000429153442,1.3799999952316284,1.4800000190734863,418100
2025-08-15,1.4900000095367432,1.524999976158142,1.350000023841858,1.3799999952316284,121600
2025-08-18,1.3899999856948853,1.4694000482559204,1.3300000429153442,1.340000033378601,173400
2025-08-19,1.3600000143051147,1.3600000143051147,1.0399999618530273,1.1549999713897705,340300
2025-08-20,1.1799999475479126,1.1799999475479126,1.0700000524520874,1.100000023841858,150400
2025-08-21,1.100000023841858,1.100000023841858,1.031999945640564,1.0700000524520874,127800
2025-08-22,1.0499999523162842,1.059999942779541,0.9523000121116638,1.0399999618530273,308200
2025-08-25,1.0499999523162842,1.1305999755859375,1.0399999618530273,1.100000023841858,115900
2025-08-26,1.1200000047683716,1.149999976158142,1.0499999523162842,1.149999976158142,47800
2025-08-27,1.159999966621399,1.1799999475479126,1.1114000082015991,1.1299999952316284,37900
2025-08-28,1.1799999475479126,1.1799999475479126,1.0700000524520874,1.0829999446868896,76800
2025-08-29,1.0800000429153442,1.1398999691009521,1.0800000429153442,1.1032999753952026,30000
2025-09-02,1.0800000429153442,1.1299999952316284,1.041100025177002,1.0700000524520874,28800
2025-09-03,1.0499999523162842,1.1100000143051147,1.0399999618530273,1.0892000198364258,68700
2025-09-04,1.0714000463485718,1.100000023841858,1.0499999523162842,1.065000057220459,86700
2025-09-05,1.0399999618530273,1.1399999856948853,1.0,1.1200000047683716,190800
2025-09-08,1.090000033378601,1.2100000381469727,1.0300999879837036,1.1699999570846558,99000
2025-09-09,1.1699999570846558,1.399999976158142,1.142899990081787,1.3200000524520874,128400
2025-09-10,1.3300000429153442,1.3300000429153442,1.2300000190734863,1.2599999904632568,139200
2025-09-11,1.25,1.3799999952316284,1.2201999425888062,1.2899999618530273,55800
2025-09-12,1.25,1.3600000143051147,1.2200000286102295,1.2599999904632568,28300
2025-09-15,1.281599998474121,1.309999942779541,1.2599999904632568,1.2799999713897705,18900
2025-09-16,1.2799999713897705,1.340000033378601,1.2100000381469727,1.2799999713897705,95000
2025-09-17,1.2799999713897705,1.3629000186920166,1.2799999713897705,1.2999999523162842,29500
2025-09-18,1.2999999523162842,1.399999976158142,1.2999999523162842,1.3849999904632568,69900
2025-09-19,1.3700000047683716,1.399999976158142,1.3359999656677246,1.3700000047683716,49400
2025-09-22,1.340000033378601,1.3799999952316284,1.2777999639511108,1.2999999523162842,76400
2025-09-23,1.2799999713897705,1.3600000143051147,1.2699999809265137,1.2799999713897705,28700
2025-09-24,1.284999966621399,1.2899999618530273,1.2200000286102295,1.2899999618530273,57900
2025-09-25,1.3200000524520874,1.3200000524520874,1.2400000095367432,1.2699999809265137,35100
2025-09-26,1.2841999530792236,1.2999999523162842,1.257099986076355,1.271399974822998,24300
2025-09-29,1.3300000429153442,1.3300000429153442,1.2699999809265137,1.2699999809265137,70600
2025-09-30,1.2440999746322632,1.25,1.100000023841858,1.1699999570846558,120500
2025-10-01,1.2000999450683594,1.3062000274658203,1.1699999570846558,1.2200000286102295,31900
2025-10-02,1.2380000352859497,1.3650000095367432,1.2100000381469727,1.309999942779541,146700
2025-10-03,1.285599946975708,1.3300000429153442,1.2799999713897705,1.309999942779541,64700
2025-10-06,1.3200000524520874,1.3799999952316284,1.2599999904632568,1.3700000047683716,115900
2025-10-07,1.3799999952316284,1.399999976158142,1.2699999809265137,1.3899999856948853,68800
2025-10-08,1.3601000308990479,1.409999966621399,1.350000023841858,1.3899999856948853,28700
2025-10-09,1.3899999856948853,1.4199999570846558,1.3459999561309814,1.350000023841858,71800
2025-10-10,1.350000023841858,1.350000023841858,1.3028000593185425,1.3393000364303589,55400
2025-10-13,1.3300000429153442,1.5299999713897705,1.3100999593734741,1.5,347500
2025-10-14,1.4600000381469727,1.5199999809265137,1.4416999816894531,1.4600000381469727,105000
2025-10-15,1.4600000381469727,1.461400032043457,1.2700999975204468,1.3799999952316284,122900
2025-10-16,1.340000033378601,1.399999976158142,1.309999942779541,1.309999942779541,17100
2025-10-17,1.3105000257492065,1.3105000257492065,1.25,1.2799999713897705,29100
2025-10-20,1.2899999618530273,1.3700000047683716,1.2899999618530273,1.2999999523162842,24900
2025-10-21,1.339900016784668,1.339900016784668,1.25,1.25,21200
2025-10-22,1.25,1.2999999523162842,1.190000057220459,1.25,155700
