ticker,rows,start,end,shares_rows,shares_start,shares_end,shares_status,shares_missing,turnover_missing,status
BCC,2494,2013-02-06,2022-12-30,232,2015-10-28,2022-11-25,ok,687.0,687.0,ok
BCE,5787,2000-01-03,2022-12-30,1003,2017-04-29,2022-12-30,ok,4358.0,4358.0,ok
BCGD,0,,,0,,,empty_ohlc,,,empty
BCH,5140,2002-08-02,2022-12-30,715,2017-04-29,2022-12-21,ok,3711.0,3711.0,ok
BCO,5787,2000-01-03,2022-12-30,236,2015-10-30,2022-11-25,ok,3982.0,3982.0,ok
BCS,5787,2000-01-03,2022-12-30,949,2017-04-29,2022-12-25,ok,4358.0,4358.0,ok
BCSF,1038,2018-11-15,2022-12-30,190,2018-11-19,2022-12-08,ok,2.0,2.0,ok
BCSM,0,,,0,,,empty_ohlc,,,empty
BCSS,0,,,0,,,empty_ohlc,,,empty
BCSS-U,0,,,0,,,empty_ohlc,,,empty
BCSS-W,0,,,0,,,empty_ohlc,,,empty
BCX,2961,2011-03-29,2022-12-30,87,2019-06-27,2022-11-09,ok,2075.0,2075.0,ok
BDC,5787,2000-01-03,2022-12-30,211,2015-11-03,2022-11-25,ok,3984.0,3984.0,ok
BDJ,4365,2005-08-30,2022-12-30,171,2014-12-11,2022-11-04,ok,2337.0,2337.0,ok
BDN,5787,2000-01-03,2022-12-30,244,2015-10-27,2022-12-08,ok,3979.0,3979.0,ok
BDX,5787,2000-01-03,2022-12-30,214,2015-11-25,2022-12-17,ok,4000.0,4000.0,ok
BE,1118,2018-07-25,2022-12-30,263,2018-07-27,2022-12-07,ok,2.0,2.0,ok
BEBE-U,0,,,0,,,empty_ohlc,,,empty
BEKE,601,2020-08-13,2022-12-30,104,2020-08-14,2023-01-01,ok,1.0,1.0,ok
BEN,5787,2000-01-03,2022-12-30,204,2015-11-12,2022-12-30,ok,3991.0,3991.0,ok
BEP,4311,2005-11-15,2022-12-30,1087,2017-04-29,2022-12-31,ok,2882.0,2882.0,ok
BEP$A,0,,,0,,,empty_ohlc,,,empty
BEPC,615,2020-07-24,2022-12-30,470,2020-07-31,2022-12-30,ok,5.0,5.0,ok
BEPH,432,2021-04-16,2022-12-30,0,,,missing,432.0,432.0,ok
BEPI,264,2021-12-14,2022-12-30,0,,,missing,264.0,264.0,ok
BEPJ,0,,,0,,,empty_ohlc,,,empty
BETA,0,,,0,,,empty_ohlc,,,empty
BF-A,5787,2000-01-03,2022-12-30,906,2015-06-18,2022-12-31,ok,3888.0,3888.0,ok
BF-B,5787,2000-01-03,2022-12-30,904,2015-12-02,2022-12-31,ok,4004.0,4004.0,ok
BFAM,2502,2013-01-25,2022-12-30,200,2015-11-09,2022-11-11,ok,703.0,703.0,ok
BFH,5421,2001-06-15,2022-12-30,30,2022-04-05,2022-11-08,ok,5234.0,5234.0,ok
BFH$A,0,,,0,,,empty_ohlc,,,empty
BFK,5392,2001-07-27,2022-12-30,188,2014-06-16,2022-11-04,ok,3239.0,3239.0,ok
BFLY,624,2020-07-13,2022-12-30,58,2021-02-20,2022-11-25,ok,154.0,154.0,ok
BFS,5787,2000-01-03,2022-12-30,222,2015-08-03,2022-12-21,ok,3919.0,3919.0,ok
BFS$D,0,,,0,,,empty_ohlc,,,empty
BFS$E,0,,,0,,,empty_ohlc,,,empty
BFZ,5392,2001-07-27,2022-12-30,181,2013-06-14,2022-11-25,ok,2987.0,2987.0,ok
BG,5388,2001-08-02,2022-12-30,221,2015-11-18,2022-12-16,ok,3596.0,3596.0,ok
BGB,2583,2012-09-26,2022-12-30,120,2019-06-27,2022-11-11,ok,1697.0,1697.0,ok
BGH,2561,2012-10-26,2022-12-30,163,2019-06-27,2022-12-31,ok,1675.0,1675.0,ok
BGR,4537,2004-12-23,2022-12-30,214,2015-06-15,2022-09-05,ok,2635.0,2635.0,ok
BGS,3931,2007-05-23,2022-12-30,216,2015-07-22,2022-11-13,ok,2055.0,2055.0,ok
BGSF,2186,2014-04-29,2022-12-30,205,2015-11-02,2022-11-09,ok,382.0,382.0,ok
BGSI,0,,,0,,,empty_ohlc,,,empty
BGT,4618,2004-08-30,2022-12-30,223,2014-06-16,2022-11-09,ok,2465.0,2465.0,ok
BGX,3003,2011-01-27,2022-12-30,86,2019-06-27,2022-11-01,ok,2117.0,2117.0,ok
BGY,3929,2007-05-25,2022-12-30,208,2011-06-17,2022-11-13,ok,1024.0,1024.0,ok
BH,5787,2000-01-03,2022-12-30,934,2015-11-06,2022-12-31,ok,3987.0,3987.0,ok
BH-A,1176,2018-05-02,2022-12-30,885,2018-05-03,2022-12-31,ok,1.0,1.0,ok
BHC,5787,2000-01-03,2022-12-30,805,2017-08-08,2022-12-31,ok,4427.0,4427.0,ok
BHE,5787,2000-01-03,2022-12-30,241,2015-12-08,2022-12-31,ok,4008.0,4008.0,ok
BHK,5310,2001-11-28,2022-12-30,226,2014-11-12,2022-11-09,ok,3262.0,3262.0,ok
BHP,5787,2000-01-03,2022-12-30,1067,2017-04-29,2022-12-31,ok,4358.0,4358.0,ok
BHR,2304,2013-11-06,2022-12-30,230,2017-08-03,2022-11-27,ok,941.0,941.0,ok
BHR$B,0,,,0,,,empty_ohlc,,,empty
BHR$D,0,,,0,,,empty_ohlc,,,empty
BHV,5208,2002-04-26,2022-12-30,200,2015-06-15,2022-12-21,ok,3306.0,3306.0,ok
BHVN,69,2022-09-23,2022-12-30,205,2017-05-04,2022-11-13,ok,0.0,0.0,ok
BIII,0,,,0,,,empty_ohlc,,,empty
BIII-U,0,,,0,,,empty_ohlc,,,empty
BIII-W,0,,,0,,,empty_ohlc,,,empty
BILL,769,2019-12-12,2022-12-30,83,2019-12-14,2022-12-07,ok,2.0,2.0,ok
BIO,5787,2000-01-03,2022-12-30,876,2015-11-05,2022-12-31,ok,3986.0,3986.0,ok
BIO-B,5787,2000-01-03,2022-12-30,847,2015-11-05,2022-12-31,ok,3986.0,3986.0,ok
BIP,3771,2008-01-10,2022-12-30,853,2015-12-01,2022-12-30,ok,1987.0,1987.0,ok
BIP$A,0,,,0,,,empty_ohlc,,,empty
BIP$B,0,,,0,,,empty_ohlc,,,empty
BIPC,695,2020-03-31,2022-12-30,535,2020-04-02,2022-12-30,ok,2.0,2.0,ok
BIPH,404,2021-05-26,2022-12-30,284,2009-05-29,2020-09-10,ok,0.0,0.0,ok
BIPI,235,2022-01-26,2022-12-30,0,,,missing,235.0,235.0,ok
BIPJ,0,,,0,,,empty_ohlc,,,empty
BIRK,0,,,0,,,empty_ohlc,,,empty
BIT,2481,2013-02-26,2022-12-30,80,2019-06-27,2022-11-04,ok,1595.0,1595.0,ok
BJ,1136,2018-06-28,2022-12-30,269,2018-07-02,2022-11-26,ok,2.0,2.0,ok
BK,5787,2000-01-03,2022-12-30,230,2015-11-06,2022-11-09,ok,3987.0,3987.0,ok
BK$K,0,,,0,,,empty_ohlc,,,empty
BKD,4306,2005-11-22,2022-12-30,204,2015-11-09,2022-11-13,ok,2507.0,2507.0,ok
BKE,5787,2000-01-03,2022-12-30,212,2015-12-10,2022-12-30,ok,4010.0,4010.0,ok
BKH,5787,2000-01-03,2022-12-30,211,2015-11-24,2022-11-08,ok,3999.0,3999.0,ok
BKKT,532,2020-11-19,2022-12-30,36,2021-10-23,2022-12-16,ok,233.0,233.0,ok
BKKT-W,0,,,0,,,empty_ohlc,,,empty
BKN,5787,2000-01-03,2022-12-30,249,2015-06-15,2022-12-31,ok,3885.0,3885.0,ok
BKSY,763,2019-12-20,2022-12-30,32,2021-09-17,2022-12-08,ok,438.0,438.0,ok
BKSY-W,106,2022-08-02,2022-12-30,0,,,missing,106.0,106.0,ok
BKT,5787,2000-01-03,2022-12-30,234,2006-03-30,2022-11-22,ok,1568.0,1568.0,ok
BKU,3002,2011-01-28,2022-12-30,233,2015-10-30,2022-11-04,ok,1197.0,1197.0,ok
BKV,0,,,0,,,empty_ohlc,,,empty
BLCO,165,2022-05-06,2022-12-30,94,2022-05-19,2022-12-31,ok,9.0,9.0,ok
BLD,1900,2015-06-17,2022-12-30,215,2015-11-03,2022-11-07,ok,97.0,97.0,ok
BLDR,4409,2005-06-28,2022-12-30,211,2015-11-19,2022-11-25,ok,2618.0,2618.0,ok
BLE,5143,2002-07-30,2022-12-30,219,2015-06-15,2022-11-04,ok,3241.0,3241.0,ok
BLK,5787,2000-01-03,2022-12-30,220,2015-11-06,2022-11-09,ok,3987.0,3987.0,ok
BLND,369,2021-07-16,2022-12-30,61,2021-07-17,2022-12-31,ok,1.0,1.0,ok
BLSH,0,,,0,,,empty_ohlc,,,empty
BLW,4892,2003-07-29,2022-12-30,197,2014-05-02,2022-11-01,ok,2709.0,2709.0,ok
BLX,5787,2000-01-03,2022-12-30,249,2015-08-03,2022-11-05,ok,3919.0,3919.0,ok
BMA,4222,2006-03-27,2022-12-30,747,2017-05-04,2022-12-31,ok,2796.0,2796.0,ok
BME,4473,2005-03-29,2022-12-30,200,2015-06-15,2022-11-04,ok,2571.0,2571.0,ok
BMEZ,738,2020-01-29,2022-12-30,222,2021-02-12,2022-11-13,ok,263.0,263.0,ok
BMI,5787,2000-01-03,2022-12-30,231,2015-10-29,2022-12-15,ok,3981.0,3981.0,ok
BML$G,0,,,0,,,empty_ohlc,,,empty
BML$H,0,,,0,,,empty_ohlc,,,empty
BML$J,0,,,0,,,empty_ohlc,,,empty
BML$L,0,,,0,,,empty_ohlc,,,empty
BMN,45,2022-10-27,2022-12-30,0,,,missing,45.0,45.0,ok
BMO,5787,2000-01-03,2022-12-30,1018,2017-04-29,2022-12-30,ok,4358.0,4358.0,ok
BMY,5787,2000-01-03,2022-12-30,207,2015-10-27,2022-12-07,ok,3979.0,3979.0,ok
BN,5787,2000-01-03,2022-12-30,11,2022-12-13,2022-12-30,ok,5774.0,5774.0,ok
BNED,1875,2015-07-23,2022-12-30,193,2015-12-09,2022-12-08,ok,97.0,97.0,ok
BNH,553,2020-10-21,2022-12-30,0,,,missing,553.0,553.0,ok
BNJ,527,2020-11-27,2022-12-30,3,2015-06-15,2017-06-08,ok,0.0,0.0,ok
BNL,577,2020-09-17,2022-12-30,70,2020-09-23,2022-11-25,ok,4.0,4.0,ok
BNS,5179,2002-06-07,2022-12-30,1025,2017-04-29,2022-12-30,ok,3750.0,3750.0,ok
BNT,382,2021-06-28,2022-12-30,0,,,missing,382.0,382.0,ok
BNY,5392,2001-07-27,2022-12-30,243,2014-06-16,2022-12-30,ok,3239.0,3239.0,ok
BOC,1399,2017-06-13,2022-12-30,80,2022-02-24,2022-12-31,ok,1184.0,1184.0,ok
BOE,4431,2005-05-26,2022-12-30,154,2011-06-17,2022-11-04,ok,1526.0,1526.0,ok
BOH,5787,2000-01-03,2022-12-30,222,2015-10-27,2022-11-04,ok,3979.0,3979.0,ok
BOH$A,0,,,0,,,empty_ohlc,,,empty
BOH$B,0,,,0,,,empty_ohlc,,,empty
BOND,2728,2012-03-01,2022-12-30,0,,,missing,2728.0,2728.0,ok
BOOT,2057,2014-10-30,2022-12-30,238,2015-11-10,2022-10-30,ok,259.0,259.0,ok
BORR,864,2019-07-30,2022-12-30,680,2019-08-05,2022-12-31,ok,4.0,4.0,ok
BOW,0,,,0,,,empty_ohlc,,,empty
BOX,2000,2015-01-23,2022-12-30,224,2015-09-11,2022-12-07,ok,160.0,160.0,ok
BP,5787,2000-01-03,2022-12-30,1045,2017-04-30,2022-12-29,ok,4358.0,4358.0,ok
BPRE,0,,,0,,,empty_ohlc,,,empty
BR,3974,2007-03-22,2022-12-30,221,2015-11-05,2022-12-07,ok,2173.0,2173.0,ok
BRBR,807,2019-10-18,2022-12-30,74,2019-10-21,2022-12-24,ok,1.0,1.0,ok
BRC,5787,2000-01-03,2022-12-30,255,2015-11-19,2022-12-31,ok,3996.0,3996.0,ok
BRCC,224,2022-02-10,2022-12-30,37,2022-02-12,2022-11-15,ok,2.0,2.0,ok
BRCE,0,,,0,,,empty_ohlc,,,empty
BRIE,0,,,0,,,empty_ohlc,,,empty
BRK-A,5787,2000-01-03,2022-12-30,867,2015-11-06,2022-12-30,ok,3987.0,3987.0,ok
BRK-B,5787,2000-01-03,2022-12-30,878,2015-11-06,2022-12-30,ok,3987.0,3987.0,ok
BRO,5787,2000-01-03,2022-12-30,208,2015-11-05,2022-12-08,ok,3986.0,3986.0,ok
BROS,327,2021-09-15,2022-12-30,55,2021-09-16,2022-12-08,ok,1.0,1.0,ok
BRSL,5787,2000-01-03,2022-12-30,0,,,missing,5787.0,5787.0,ok
BRSP,1238,2018-02-01,2022-12-30,35,2021-06-26,2022-11-28,ok,856.0,856.0,ok
BRT,5787,2000-01-03,2022-12-30,235,2015-08-24,2022-12-31,ok,3934.0,3934.0,ok
BRW,5787,2000-01-03,2022-12-30,25,2021-06-17,2022-11-04,ok,5398.0,5398.0,ok
BRX,2309,2013-10-30,2022-12-30,228,2015-08-24,2022-12-08,ok,456.0,456.0,ok
BSAC,5787,2000-01-03,2022-12-30,770,2017-04-29,2022-12-21,ok,4358.0,4358.0,ok
BSBR,3332,2009-10-07,2022-12-30,815,2017-04-29,2022-12-16,ok,1903.0,1903.0,ok
BSL,3173,2010-05-26,2022-12-30,93,2019-06-27,2022-10-23,ok,2287.0,2287.0,ok
BSM,1933,2015-04-30,2022-12-30,248,2015-08-13,2022-12-08,ok,73.0,73.0,ok
BST,2058,2014-10-29,2022-12-30,142,2019-06-27,2022-12-31,ok,1172.0,1172.0,ok
BSTZ,887,2019-06-26,2022-12-30,164,2019-07-01,2022-12-31,ok,3.0,3.0,ok
BSX,5787,2000-01-03,2022-12-30,197,2015-11-05,2022-11-08,ok,3986.0,3986.0,ok
BTA,4242,2006-02-27,2022-12-30,189,2013-06-14,2022-11-04,ok,1837.0,1837.0,ok
BTE,4217,2006-04-03,2022-12-30,641,2017-04-29,2020-12-05,ok,2788.0,2788.0,ok
BTGO,0,,,0,,,empty_ohlc,,,empty
BTI,5787,2000-01-03,2022-12-30,893,2017-04-29,2023-01-01,ok,4358.0,4358.0,ok
BTO,5787,2000-01-03,2022-12-30,217,2012-09-14,2022-12-31,ok,3196.0,3196.0,ok
BTT,2601,2012-08-30,2022-12-30,81,2019-06-27,2022-11-04,ok,1715.0,1715.0,ok
BTU,1448,2017-04-03,2022-12-30,199,2015-12-14,2022-10-19,ok,0.0,0.0,ok
BTX,446,2021-03-26,2022-12-30,173,2015-11-09,2022-10-12,ok,0.0,0.0,ok
BTZ,4033,2006-12-22,2022-12-30,183,2013-06-17,2022-11-13,ok,1629.0,1629.0,ok
BUD,3400,2009-07-01,2022-12-30,1039,2017-04-29,2022-12-30,ok,1971.0,1971.0,ok
BUI,2794,2011-11-23,2022-12-30,115,2019-06-27,2022-11-09,ok,1908.0,1908.0,ok
BUR,555,2020-10-19,2022-12-30,161,2017-04-29,2022-10-23,ok,0.0,0.0,ok
BURL,2329,2013-10-02,2022-12-30,209,2015-11-24,2022-11-25,ok,541.0,541.0,ok
BUXX,0,,,0,,,empty_ohlc,,,empty
BV,1136,2018-06-28,2022-12-30,265,2015-09-15,2022-11-25,ok,0.0,0.0,ok
BVN,5787,2000-01-03,2022-12-30,207,2016-02-26,2022-12-30,ok,4062.0,4062.0,ok
BW,1901,2015-06-16,2022-12-30,201,2015-11-03,2022-11-11,ok,98.0,98.0,ok
BW$A,0,,,0,,,empty_ohlc,,,empty
BWA,5787,2000-01-03,2022-12-30,219,2015-10-29,2022-11-25,ok,3981.0,3981.0,ok
BWG,2709,2012-03-28,2022-12-30,115,2019-06-27,2022-12-09,ok,1823.0,1823.0,ok
BWLP,2249,2014-01-28,2022-12-30,0,,,missing,2249.0,2249.0,ok
BWMX,1007,2019-01-03,2022-12-30,109,2020-08-28,2022-12-29,ok,417.0,417.0,ok
BWNB,261,2021-12-17,2022-12-30,0,,,missing,261.0,261.0,ok
BWXT,3127,2010-08-02,2022-12-30,230,2015-11-05,2022-11-10,ok,1326.0,1326.0,ok
BX,3910,2007-06-22,2022-12-30,253,2015-11-05,2022-11-25,ok,2109.0,2109.0,ok
BXC,4544,2004-12-14,2022-12-30,192,2015-11-13,2022-11-05,ok,2749.0,2749.0,ok
BXMT,5787,2000-01-03,2022-12-30,220,2015-10-27,2022-12-07,ok,3979.0,3979.0,ok
BXMX,4577,2004-10-27,2022-12-30,169,2014-12-24,2022-11-01,ok,2558.0,2558.0,ok
BXP,5787,2000-01-03,2022-12-30,253,2015-11-06,2022-12-08,ok,3987.0,3987.0,ok
BXSL,296,2021-10-28,2022-12-30,29,2021-11-16,2022-11-25,ok,13.0,13.0,ok
BY,1386,2017-06-30,2022-12-30,230,2017-06-28,2022-12-07,ok,0.0,0.0,ok
BYD,5787,2000-01-03,2022-12-30,201,2015-11-06,2022-11-25,ok,3987.0,3987.0,ok
BYM,5079,2002-10-29,2022-12-30,191,2013-06-14,2022-11-04,ok,2674.0,2674.0,ok
BZH,5787,2000-01-03,2022-12-30,227,2015-12-10,2022-12-23,ok,4010.0,4010.0,ok
C,5787,2000-01-03,2022-12-30,287,2015-10-30,2022-12-21,ok,3982.0,3982.0,ok
C$N,0,,,0,,,empty_ohlc,,,empty
CAAP,1238,2018-02-01,2022-12-30,298,2018-02-07,2022-11-09,ok,4.0,4.0,ok
CABO,1904,2015-06-11,2022-12-30,222,2015-11-17,2022-11-25,ok,111.0,111.0,ok
CACI,5787,2000-01-03,2022-12-30,227,2015-10-30,2022-11-25,ok,3982.0,3982.0,ok
CAE,5144,2002-07-29,2022-12-30,973,2017-04-29,2022-12-31,ok,3715.0,3715.0,ok
CAF,4093,2006-09-28,2022-12-30,147,2019-06-27,2022-12-31,ok,3207.0,3207.0,ok
CAG,5787,2000-01-03,2022-12-30,209,2015-10-06,2022-10-22,ok,3964.0,3964.0,ok
CAH,5787,2000-01-03,2022-12-30,243,2015-11-03,2022-11-25,ok,3984.0,3984.0,ok
CAL,5787,2000-01-03,2022-12-30,226,2015-12-09,2022-12-08,ok,4009.0,4009.0,ok
CALX,3217,2010-03-24,2022-12-30,217,2015-10-30,2022-11-09,ok,1412.0,1412.0,ok
CALY,5787,2000-01-03,2022-12-30,0,,,missing,5787.0,5787.0,ok
CANG,1117,2018-07-26,2022-12-30,238,2018-07-27,2022-10-13,ok,1.0,1.0,ok
CAPL,2562,2012-10-25,2022-12-30,249,2015-11-06,2022-12-31,ok,762.0,762.0,ok
CARR,703,2020-03-19,2022-12-30,49,2020-04-06,2022-12-07,ok,12.0,12.0,ok
CARS,1407,2017-06-01,2022-12-30,226,2017-05-18,2022-11-09,ok,0.0,0.0,ok
CAT,5787,2000-01-03,2022-12-30,203,2015-10-30,2022-11-04,ok,3982.0,3982.0,ok
CATO,5787,2000-01-03,2022-12-30,255,2015-11-24,2022-12-31,ok,3999.0,3999.0,ok
CAVA,0,,,0,,,empty_ohlc,,,empty
CB,5787,2000-01-03,2022-12-30,215,2015-11-06,2022-11-02,ok,3987.0,3987.0,ok
CBAN,5787,2000-01-03,2022-12-30,250,2015-08-24,2022-11-04,ok,3934.0,3934.0,ok
CBL,293,2021-11-02,2022-12-30,229,2015-11-09,2022-12-14,ok,0.0,0.0,ok
CBNA,0,,,0,,,empty_ohlc,,,empty
CBRE,4673,2004-06-10,2022-12-30,197,2017-04-04,2022-11-02,ok,3226.0,3226.0,ok
CBT,5787,2000-01-03,2022-12-30,221,2015-11-25,2022-11-29,ok,4000.0,4000.0,ok
CBU,5787,2000-01-03,2022-12-30,222,2015-12-11,2022-11-25,ok,4011.0,4011.0,ok
CBZ,5787,2000-01-03,2022-12-30,211,2015-11-16,2022-12-08,ok,3993.0,3993.0,ok
CC,1898,2015-06-19,2022-12-30,238,2015-11-06,2022-12-29,ok,98.0,98.0,ok
CCI,5787,2000-01-03,2022-12-30,205,2015-11-06,2022-12-08,ok,3987.0,3987.0,ok
CCID,0,,,0,,,empty_ohlc,,,empty
CCIF,903,2019-06-04,2022-12-30,0,,,missing,903.0,903.0,ok
CCJ,5787,2000-01-03,2022-12-30,925,2017-04-30,2022-12-30,ok,4358.0,4358.0,ok
CCK,5787,2000-01-03,2022-12-30,229,2015-10-23,2022-10-28,ok,3977.0,3977.0,ok
CCL,5787,2000-01-03,2022-12-30,232,2015-10-26,2022-12-24,ok,3978.0,3978.0,ok
CCM,3286,2009-12-11,2022-12-30,251,2016-07-11,2022-10-19,ok,1654.0,1654.0,ok
CCO,4312,2005-11-14,2022-12-30,220,2015-12-10,2022-11-11,ok,2535.0,2535.0,ok
CCS,2151,2014-06-18,2022-12-30,230,2015-11-06,2022-10-29,ok,351.0,351.0,ok
CCU,5787,2000-01-03,2022-12-30,757,2017-04-30,2022-12-31,ok,4358.0,4358.0,ok
CCZ,744,2020-01-21,2022-12-30,0,,,missing,744.0,744.0,ok
CDE,5787,2000-01-03,2022-12-30,217,2015-11-06,2022-12-17,ok,3987.0,3987.0,ok
CDLR,0,,,0,,,empty_ohlc,,,empty
CDP,5787,2000-01-03,2022-12-30,0,,,missing,5787.0,5787.0,ok
CDR$B,0,,,0,,,empty_ohlc,,,empty
CDR$C,0,,,0,,,empty_ohlc,,,empty
CDRE,291,2021-11-04,2022-12-30,20,2021-11-05,2022-11-06,ok,1.0,1.0,ok
CE,4518,2005-01-21,2022-12-30,213,2015-10-20,2022-11-09,ok,2705.0,2705.0,ok
CEE,5787,2000-01-03,2022-12-30,160,2015-05-27,2022-10-05,ok,3872.0,3872.0,ok
CELG-R,0,,,0,,,empty_ohlc,,,empty
CEPU,1237,2018-02-02,2022-12-30,669,2018-02-07,2021-08-04,ok,3.0,3.0,ok
CF,4378,2005-08-11,2022-12-30,232,2015-11-09,2022-11-08,ok,2579.0,2579.0,ok
CFG,2083,2014-09-24,2022-12-30,226,2015-11-06,2022-12-08,ok,283.0,283.0,ok
CFG$E,0,,,0,,,empty_ohlc,,,empty
CFG$H,0,,,0,,,empty_ohlc,,,empty
CFG$I,0,,,0,,,empty_ohlc,,,empty
CFND,0,,,0,,,empty_ohlc,,,empty
CFR,5787,2000-01-03,2022-12-30,223,2015-10-28,2022-11-25,ok,3980.0,3980.0,ok
CFR$B,0,,,0,,,empty_ohlc,,,empty
CGAU,3657,2008-06-24,2022-12-30,260,2021-04-16,2022-12-17,ok,3225.0,3225.0,ok
CGV,107,2022-08-01,2022-12-30,0,,,missing,107.0,107.0,ok
CHCT,1919,2015-05-20,2022-12-30,198,2015-08-24,2022-11-07,ok,66.0,66.0,ok
CHD,5787,2000-01-03,2022-12-30,209,2015-11-03,2022-11-01,ok,3984.0,3984.0,ok
CHE,5787,2000-01-03,2022-12-30,208,2015-10-30,2022-11-05,ok,3982.0,3982.0,ok
CHGG,2299,2013-11-13,2022-12-30,226,2015-11-06,2022-12-07,ok,499.0,499.0,ok
CHH,5787,2000-01-03,2022-12-30,198,2015-11-06,2022-11-25,ok,3987.0,3987.0,ok
CHMI,2327,2013-10-04,2022-12-30,246,2015-11-09,2022-12-31,ok,528.0,528.0,ok
CHMI$A,0,,,0,,,empty_ohlc,,,empty
CHMI$B,0,,,0,,,empty_ohlc,,,empty
CHPT,831,2019-09-16,2022-12-30,47,2021-03-02,2022-12-19,ok,367.0,367.0,ok
CHT,4899,2003-07-18,2022-12-30,961,2017-04-29,2023-01-01,ok,3470.0,3470.0,ok
CHWY,895,2019-06-14,2022-12-30,114,2019-06-17,2022-12-11,ok,1.0,1.0,ok
CI,5787,2000-01-03,2022-12-30,200,2015-11-06,2022-11-09,ok,3987.0,3987.0,ok
CIA,5787,2000-01-03,2022-12-30,188,2012-11-06,2022-11-09,ok,3231.0,3231.0,ok
CIB,5787,2000-01-03,2022-12-30,587,2017-04-29,2022-12-31,ok,4358.0,4358.0,ok
CICB,0,,,0,,,empty_ohlc,,,empty
CIEN,5787,2000-01-03,2022-12-30,214,2015-12-11,2022-12-21,ok,4011.0,4011.0,ok
CIF,5787,2000-01-03,2022-12-30,198,2013-08-23,2022-11-04,ok,3431.0,3431.0,ok
CIG,5787,2000-01-03,2022-12-30,1020,2017-04-29,2022-12-31,ok,4358.0,4358.0,ok
CIG-C,3918,2007-06-12,2022-12-30,751,2017-04-29,2022-10-19,ok,2489.0,2489.0,ok
CII,4683,2004-05-26,2022-12-30,151,2012-06-12,2022-11-10,ok,2026.0,2026.0,ok
CIM,3799,2007-11-29,2022-12-30,263,2015-10-29,2022-12-07,ok,1993.0,1993.0,ok
CIM$A,0,,,0,,,empty_ohlc,,,empty
CIM$B,0,,,0,,,empty_ohlc,,,empty
CIM$C,0,,,0,,,empty_ohlc,,,empty
CIM$D,0,,,0,,,empty_ohlc,,,empty
CIMN,0,,,0,,,empty_ohlc,,,empty
CIMO,0,,,0,,,empty_ohlc,,,empty
CIMP,0,,,0,,,empty_ohlc,,,empty
CINT,287,2021-11-10,2022-12-30,40,2021-11-11,2022-12-30,ok,1.0,1.0,ok
CION,313,2021-10-05,2022-12-30,34,2021-11-07,2022-12-30,ok,24.0,24.0,ok
CL,5787,2000-01-03,2022-12-30,214,2015-10-30,2022-11-04,ok,3982.0,3982.0,ok
CLB,5787,2000-01-03,2022-12-30,229,2015-10-23,2022-11-02,ok,3977.0,3977.0,ok
CLBR-U,0,,,0,,,empty_ohlc,,,empty
CLDT,3201,2010-04-16,2022-12-30,230,2015-11-06,2022-12-31,ok,1401.0,1401.0,ok
CLDT$A,0,,,0,,,empty_ohlc,,,empty
CLF,5787,2000-01-03,2022-12-30,216,2015-10-29,2022-10-28,ok,3981.0,3981.0,ok
CLH,5787,2000-01-03,2022-12-30,216,2015-11-04,2022-11-05,ok,3985.0,3985.0,ok
CLPR,1483,2017-02-10,2022-12-30,212,2017-02-14,2022-10-22,ok,2.0,2.0,ok
CLS,5787,2000-01-03,2022-12-30,1035,2017-04-30,2022-12-31,ok,4358.0,4358.0,ok
CLVT,1051,2018-10-29,2022-12-30,62,2021-02-02,2022-12-05,ok,568.0,568.0,ok
CLW,3542,2008-12-05,2022-12-30,238,2015-11-04,2022-11-02,ok,1740.0,1740.0,ok
CLX,5787,2000-01-03,2022-12-30,226,2015-11-02,2022-12-08,ok,3983.0,3983.0,ok
CM,5787,2000-01-03,2022-12-30,929,2017-04-30,2022-12-30,ok,4358.0,4358.0,ok
CMBT,1999,2015-01-26,2022-12-30,0,,,missing,1999.0,1999.0,ok
CMC,5787,2000-01-03,2022-12-30,211,2015-12-01,2022-11-28,ok,4003.0,4003.0,ok
CMCM,2179,2014-05-08,2022-12-30,196,2016-04-22,2022-12-08,ok,493.0,493.0,ok
CMDB,0,,,0,,,empty_ohlc,,,empty
CMG,4263,2006-01-26,2022-12-30,234,2015-10-21,2022-11-09,ok,2451.0,2451.0,ok
CMI,5787,2000-01-03,2022-12-30,192,2015-11-04,2022-11-11,ok,3985.0,3985.0,ok
CMP,4796,2003-12-12,2022-12-30,229,2015-10-28,2022-12-16,ok,2989.0,2989.0,ok
CMRE,3060,2010-11-04,2022-12-30,225,2015-08-24,2022-11-04,ok,1207.0,1207.0,ok
CMRE$B,0,,,0,,,empty_ohlc,,,empty
CMRE$C,0,,,0,,,empty_ohlc,,,empty
CMRE$D,0,,,0,,,empty_ohlc,,,empty
CMS,5787,2000-01-03,2022-12-30,218,2015-10-29,2022-11-13,ok,3981.0,3981.0,ok
CMS$B,0,,,0,,,empty_ohlc,,,empty
CMS$C,0,,,0,,,empty_ohlc,,,empty
CMSA,1211,2018-03-13,2022-12-30,8,2018-04-16,2018-07-26,ok,23.0,23.0,ok
CMSC,1071,2018-10-01,2022-12-30,0,,,missing,1071.0,1071.0,ok
CMSD,974,2019-02-21,2022-12-30,0,,,missing,974.0,974.0,ok
CMTG,292,2021-11-03,2022-12-30,21,2021-11-04,2022-11-12,ok,1.0,1.0,ok
CMU,5787,2000-01-03,2022-12-30,180,2014-08-25,2022-11-04,ok,3683.0,3683.0,ok
