ticker,rows,start,end,shares_rows,shares_start,shares_end,shares_status,shares_missing,turnover_missing,status
CNA,5787,2000-01-03,2022-12-30,196,2015-11-03,2022-11-09,ok,3984.0,3984.0,ok
CNC,5299,2001-12-13,2022-12-30,213,2015-10-27,2022-11-13,ok,3491.0,3491.0,ok
CNF,1044,2018-11-07,2022-12-30,153,2018-11-12,2022-10-14,ok,3.0,3.0,ok
CNH,2331,2013-09-30,2022-12-30,0,,,missing,2331.0,2331.0,ok
CNI,5787,2000-01-03,2022-12-30,910,2017-04-29,2022-12-30,ok,4358.0,4358.0,ok
CNK,3952,2007-04-24,2022-12-30,208,2015-11-05,2022-11-08,ok,2151.0,2151.0,ok
CNM,365,2021-07-22,2022-12-30,40,2021-07-24,2022-12-16,ok,2.0,2.0,ok
CNMD,5787,2000-01-03,2022-12-30,263,2015-10-23,2022-10-30,ok,3977.0,3977.0,ok
CNNE,1287,2017-11-20,2022-12-30,312,2017-12-01,2022-11-12,ok,8.0,8.0,ok
CNO,4862,2003-09-10,2022-12-30,220,2015-11-03,2022-11-25,ok,3059.0,3059.0,ok
CNO$A,0,,,0,,,empty_ohlc,,,empty
CNP,5787,2000-01-03,2022-12-30,211,2015-11-05,2022-11-05,ok,3986.0,3986.0,ok
CNQ,5642,2000-07-31,2022-12-30,943,2017-04-29,2022-12-30,ok,4213.0,4213.0,ok
CNR,1291,2017-11-14,2022-12-30,96,2012-07-16,2022-05-06,ok,0.0,0.0,ok
CNS,4628,2004-08-16,2022-12-30,232,2015-11-06,2022-11-09,ok,2828.0,2828.0,ok
CNX,5787,2000-01-03,2022-12-30,202,2015-11-03,2022-10-30,ok,3984.0,3984.0,ok
CODI,4185,2006-05-18,2022-12-30,208,2014-11-12,2022-12-07,ok,2137.0,2137.0,ok
CODI$A,0,,,0,,,empty_ohlc,,,empty
CODI$B,0,,,0,,,empty_ohlc,,,empty
CODI$C,0,,,0,,,empty_ohlc,,,empty
COF,5787,2000-01-03,2022-12-30,216,2015-11-16,2022-11-09,ok,3993.0,3993.0,ok
COF$I,0,,,0,,,empty_ohlc,,,empty
COF$J,0,,,0,,,empty_ohlc,,,empty
COF$K,0,,,0,,,empty_ohlc,,,empty
COF$L,0,,,0,,,empty_ohlc,,,empty
COF$N,0,,,0,,,empty_ohlc,,,empty
COHR,5787,2000-01-03,2022-12-30,236,2015-12-01,2022-06-03,ok,4003.0,4003.0,ok
COLD,1247,2018-01-19,2022-12-30,321,2018-01-29,2022-12-16,ok,6.0,6.0,ok
COMP,442,2021-04-01,2022-12-30,53,2021-04-02,2022-11-25,ok,1.0,1.0,ok
CON,0,,,0,,,empty_ohlc,,,empty
COOK,360,2021-07-29,2022-12-30,24,2021-07-30,2022-11-17,ok,1.0,1.0,ok
COP,5787,2000-01-03,2022-12-30,227,2015-11-03,2022-11-08,ok,3984.0,3984.0,ok
COPL,0,,,0,,,empty_ohlc,,,empty
COPL-U,0,,,0,,,empty_ohlc,,,empty
COPL-W,0,,,0,,,empty_ohlc,,,empty
COR,5787,2000-01-03,2022-12-30,202,2015-10-30,2021-12-03,ok,3982.0,3982.0,ok
COSO,0,,,0,,,empty_ohlc,,,empty
COTY,2406,2013-06-13,2022-12-30,211,2015-11-05,2022-11-11,ok,605.0,605.0,ok
COUR,443,2021-03-31,2022-12-30,41,2021-04-01,2022-11-12,ok,1.0,1.0,ok
CP,5787,2000-01-03,2022-12-30,965,2001-09-04,2022-12-30,ok,421.0,421.0,ok
CPA,4290,2005-12-15,2022-12-30,235,2015-05-06,2022-11-25,ok,2361.0,2361.0,ok
CPAC,2734,2012-02-22,2022-12-30,190,2017-05-01,2022-12-31,ok,1305.0,1305.0,ok
CPAI,0,,,0,,,empty_ohlc,,,empty
CPAY,3032,2010-12-15,2022-12-30,0,,,missing,3032.0,3032.0,ok
CPF,5787,2000-01-03,2022-12-30,220,2015-11-03,2022-10-30,ok,3984.0,3984.0,ok
CPK,5787,2000-01-03,2022-12-30,230,2015-11-05,2022-11-08,ok,3986.0,3986.0,ok
CPNG,457,2021-03-11,2022-12-30,70,2021-03-11,2022-12-08,ok,0.0,0.0,ok
CPRI,2779,2011-12-15,2022-12-30,167,2019-01-07,2022-11-12,ok,1774.0,1774.0,ok
CPS,3174,2010-05-25,2022-12-30,251,2015-11-04,2022-12-31,ok,1372.0,1372.0,ok
CPT,5787,2000-01-03,2022-12-30,209,2015-10-30,2022-12-08,ok,3982.0,3982.0,ok
CQP,3975,2007-03-21,2022-12-30,213,2015-10-30,2022-11-09,ok,2170.0,2170.0,ok
CR,0,,,0,,,empty_ohlc,,,empty
CRBD,0,,,0,,,empty_ohlc,,,empty
CRBG,74,2022-09-16,2022-12-30,9,2022-09-16,2022-10-23,ok,0.0,0.0,ok
CRC,548,2020-10-28,2022-12-30,271,2015-11-06,2022-12-31,ok,0.0,0.0,ok
CRCL,0,,,0,,,empty_ohlc,,,empty
CRD-A,5787,2000-01-03,2022-12-30,869,2015-11-09,2022-12-31,ok,3988.0,3988.0,ok
CRD-B,5787,2000-01-03,2022-12-30,861,2014-08-04,2022-12-31,ok,3668.0,3668.0,ok
CRGY,268,2021-12-08,2022-12-30,42,2021-12-10,2022-10-22,ok,2.0,2.0,ok
CRH,5787,2000-01-03,2022-12-30,995,2017-04-30,2022-12-31,ok,4358.0,4358.0,ok
CRI,4828,2003-10-28,2022-12-30,217,2015-10-29,2022-11-25,ok,3022.0,3022.0,ok
CRK,5787,2000-01-03,2022-12-30,236,2015-11-06,2022-11-09,ok,3987.0,3987.0,ok
CRL,5667,2000-06-23,2022-12-30,201,2015-11-04,2022-11-25,ok,3865.0,3865.0,ok
CRM,4665,2004-06-23,2022-12-30,244,2015-11-23,2022-12-07,ok,2876.0,2876.0,ok
CRS,5787,2000-01-03,2022-12-30,176,2015-10-30,2022-10-30,ok,3982.0,3982.0,ok
CRT,5787,2000-01-03,2022-12-30,149,2018-11-14,2022-11-05,ok,4748.0,4748.0,ok
CSAN,460,2021-03-08,2022-12-30,249,2021-03-12,2022-12-21,ok,4.0,4.0,ok
CSL,5787,2000-01-03,2022-12-30,209,2015-10-21,2022-11-02,ok,3975.0,3975.0,ok
CSR,5787,2000-01-03,2022-12-30,47,2020-12-22,2022-12-28,ok,5277.0,5277.0,ok
CSTM,2420,2013-05-23,2022-12-30,206,2015-08-14,2022-10-18,ok,561.0,561.0,ok
CSV,5787,2000-01-03,2022-12-30,217,2015-11-03,2022-11-13,ok,3984.0,3984.0,ok
CSW,1827,2015-09-30,2022-12-30,0,,,missing,1827.0,1827.0,ok
CTA$A,0,,,0,,,empty_ohlc,,,empty
CTA$B,0,,,0,,,empty_ohlc,,,empty
CTBB,1601,2016-08-23,2022-12-30,0,,,missing,1601.0,1601.0,ok
CTDD,1430,2017-04-28,2022-12-30,0,,,missing,1430.0,1430.0,ok
CTEV,692,2020-04-03,2022-12-30,0,,,missing,692.0,692.0,ok
CTO,5787,2000-01-03,2022-12-30,217,2015-10-30,2022-12-07,ok,3982.0,3982.0,ok
CTO$A,0,,,0,,,empty_ohlc,,,empty
CTOS,1317,2017-10-09,2022-12-30,37,2021-04-06,2022-11-11,ok,877.0,877.0,ok
CTRA,5787,2000-01-03,2022-12-30,186,2017-08-28,2022-11-22,ok,4441.0,4441.0,ok
CTRE,2165,2014-05-29,2022-12-30,240,2015-11-06,2022-11-25,ok,365.0,365.0,ok
CTRI,0,,,0,,,empty_ohlc,,,empty
CTS,5787,2000-01-03,2022-12-30,197,2015-10-27,2022-11-04,ok,3979.0,3979.0,ok
CTVA,909,2019-05-24,2022-12-30,126,2019-06-05,2022-11-27,ok,7.0,7.0,ok
CUBB,762,2019-12-23,2022-12-30,0,,,missing,762.0,762.0,ok
CUBE,4580,2004-10-22,2022-12-30,220,2015-11-09,2022-11-25,ok,2781.0,2781.0,ok
CUBI,2719,2012-03-14,2022-12-30,260,2015-03-13,2022-12-31,ok,753.0,753.0,ok
CUK,5583,2000-10-23,2022-12-30,829,2017-04-30,2022-12-30,ok,4154.0,4154.0,ok
CULP,5787,2000-01-03,2022-12-30,206,2017-06-14,2022-12-13,ok,4389.0,4389.0,ok
CURB,0,,,0,,,empty_ohlc,,,empty
CURV,379,2021-07-01,2022-12-30,31,2021-07-02,2022-12-10,ok,1.0,1.0,ok
CUZ,5787,2000-01-03,2022-12-30,208,2015-10-27,2022-11-25,ok,3979.0,3979.0,ok
CVE,3303,2009-11-17,2022-12-30,1005,2017-04-29,2022-12-30,ok,1874.0,1874.0,ok
CVEO,2172,2014-05-19,2022-12-30,236,2015-11-03,2022-11-25,ok,369.0,369.0,ok
CVI,3825,2007-10-23,2022-12-30,188,2012-08-03,2022-12-08,ok,1205.0,1205.0,ok
CVLG,5787,2000-01-03,2022-12-30,81,2020-07-14,2022-11-25,ok,5164.0,5164.0,ok
CVNA,1430,2017-04-28,2022-12-30,180,2017-04-28,2021-10-05,ok,0.0,0.0,ok
CVS,5787,2000-01-03,2022-12-30,235,2015-10-30,2022-12-30,ok,3982.0,3982.0,ok
CVX,5787,2000-01-03,2022-12-30,218,2015-11-06,2022-11-10,ok,3987.0,3987.0,ok
CW,5787,2000-01-03,2022-12-30,240,2015-10-29,2022-12-31,ok,3981.0,3981.0,ok
CWAN,320,2021-09-24,2022-12-30,44,2021-09-25,2022-11-11,ok,1.0,1.0,ok
CWEN,1922,2015-05-15,2022-12-30,855,2017-08-03,2022-12-31,ok,559.0,559.0,ok
CWEN-A,2383,2013-07-17,2022-12-30,855,2015-05-15,2022-12-31,ok,461.0,461.0,ok
CWH,1569,2016-10-07,2022-12-30,241,2016-10-03,2022-11-08,ok,0.0,0.0,ok
CWK,1112,2018-08-02,2022-12-30,225,2018-08-07,2022-11-09,ok,3.0,3.0,ok
CWT,5787,2000-01-03,2022-12-30,185,2015-10-29,2022-10-30,ok,3981.0,3981.0,ok
CX,5787,2000-01-03,2022-12-30,456,2017-04-29,2022-12-31,ok,4358.0,4358.0,ok
CXE,5787,2000-01-03,2022-12-30,255,2013-08-23,2022-12-31,ok,3431.0,3431.0,ok
CXH,5787,2000-01-03,2022-12-30,170,2013-08-23,2022-10-25,ok,3431.0,3431.0,ok
CXM,385,2021-06-23,2022-12-30,45,2021-06-25,2022-12-08,ok,2.0,2.0,ok
CXT,5787,2000-01-03,2022-12-30,0,,,missing,5787.0,5787.0,ok
CXW,5787,2000-01-03,2022-12-30,198,2015-11-05,2022-11-09,ok,3986.0,3986.0,ok
CYD,5787,2000-01-03,2022-12-30,236,2015-07-16,2022-11-23,ok,3907.0,3907.0,ok
CYH,5677,2000-06-09,2022-12-30,217,2015-11-16,2022-11-09,ok,3883.0,3883.0,ok
D,5787,2000-01-03,2022-12-30,211,2015-11-03,2022-11-09,ok,3984.0,3984.0,ok
DAC,4081,2006-10-16,2022-12-30,203,2015-11-05,2022-12-16,ok,2280.0,2280.0,ok
DAL,3945,2007-05-03,2022-12-30,223,2015-10-21,2022-10-23,ok,2133.0,2133.0,ok
DAN,3777,2008-01-02,2022-12-30,266,2015-10-22,2022-12-05,ok,1966.0,1966.0,ok
DAO,802,2019-10-25,2022-12-30,106,2019-10-28,2022-10-14,ok,1.0,1.0,ok
DAR,5787,2000-01-03,2022-12-30,237,2015-11-13,2022-12-07,ok,3992.0,3992.0,ok
DAVA,1116,2018-07-27,2022-12-30,237,2018-07-30,2022-12-29,ok,1.0,1.0,ok
DB,5787,2000-01-03,2022-12-30,1014,2017-04-30,2022-12-30,ok,4358.0,4358.0,ok
DBD,0,,,0,,,empty_ohlc,,,empty
DBI,4408,2005-06-29,2022-12-30,178,2019-04-05,2022-12-08,ok,3465.0,3465.0,ok
DBL,2751,2012-01-27,2022-12-30,93,2019-06-27,2022-12-05,ok,1865.0,1865.0,ok
DBRG,2144,2014-06-27,2022-12-30,74,2021-06-23,2022-12-08,ok,1759.0,1759.0,ok
DBRG$H,0,,,0,,,empty_ohlc,,,empty
DBRG$I,0,,,0,,,empty_ohlc,,,empty
DBRG$J,0,,,0,,,empty_ohlc,,,empty
DCI,5787,2000-01-03,2022-12-30,199,2015-12-04,2022-12-09,ok,4006.0,4006.0,ok
DCO,5787,2000-01-03,2022-12-30,197,2015-11-05,2022-11-26,ok,3986.0,3986.0,ok
DD,5787,2000-01-03,2022-12-30,148,2015-10-27,2022-12-05,ok,3979.0,3979.0,ok
DDD,5787,2000-01-03,2022-12-30,222,2015-11-04,2022-11-13,ok,3985.0,3985.0,ok
DDL,381,2021-06-29,2022-12-30,29,2021-06-30,2022-10-23,ok,1.0,1.0,ok
DDS,5787,2000-01-03,2022-12-30,231,2015-12-04,2022-12-07,ok,4006.0,4006.0,ok
DDT,5787,2000-01-03,2022-12-30,0,,,missing,5787.0,5787.0,ok
DE,5787,2000-01-03,2022-12-30,222,2015-08-27,2022-12-17,ok,3937.0,3937.0,ok
DEA,1990,2015-02-06,2022-12-30,219,2015-08-24,2022-11-05,ok,137.0,137.0,ok
DEC,467,2021-01-04,2022-12-30,0,,,missing,467.0,467.0,ok
DECK,5787,2000-01-03,2022-12-30,213,2015-11-10,2022-11-11,ok,3989.0,3989.0,ok
DEI,4074,2006-10-25,2022-12-30,209,2015-11-09,2022-11-26,ok,2275.0,2275.0,ok
DELL,1605,2016-08-17,2022-12-30,210,2018-12-30,2022-12-07,ok,596.0,596.0,ok
DEO,5787,2000-01-03,2022-12-30,956,2017-04-29,2022-12-31,ok,4358.0,4358.0,ok
DFH,491,2021-01-21,2022-12-30,53,2021-01-22,2022-11-26,ok,1.0,1.0,ok
DFIN,1578,2016-09-26,2022-12-30,183,2016-09-26,2022-11-05,ok,0.0,0.0,ok
DFP,2419,2013-05-24,2022-12-30,122,2018-03-24,2022-11-04,ok,1217.0,1217.0,ok
DG,3305,2009-11-13,2022-12-30,214,2015-12-03,2022-12-08,ok,1523.0,1523.0,ok
DGX,5787,2000-01-03,2022-12-30,220,2015-10-29,2022-10-25,ok,3981.0,3981.0,ok
DHF,5787,2000-01-03,2022-12-30,143,2015-06-18,2022-10-23,ok,3888.0,3888.0,ok
DHI,5787,2000-01-03,2022-12-30,229,2015-12-11,2022-12-15,ok,4011.0,4011.0,ok
DHR,5787,2000-01-03,2022-12-30,213,2015-10-22,2022-11-04,ok,3976.0,3976.0,ok
DHT,4334,2005-10-13,2022-12-30,206,2015-03-19,2022-11-09,ok,2372.0,2372.0,ok
DHX,3887,2007-07-26,2022-12-30,218,2015-10-28,2022-12-07,ok,2080.0,2080.0,ok
DIAX,2034,2014-12-03,2022-12-30,202,2016-03-11,2022-10-22,ok,319.0,319.0,ok
DIN,5787,2000-01-03,2022-12-30,211,2015-10-29,2022-11-05,ok,3981.0,3981.0,ok
DINO,5787,2000-01-03,2022-12-30,127,2014-03-31,2022-12-29,ok,3581.0,3581.0,ok
DIS,5787,2000-01-03,2022-12-30,223,2015-11-25,2022-12-05,ok,4000.0,4000.0,ok
DIVY,503,2021-01-04,2022-12-30,0,,,missing,503.0,503.0,ok
DK,4195,2006-05-04,2022-12-30,218,2015-11-06,2022-11-11,ok,2395.0,2395.0,ok
DKL,2558,2012-11-02,2022-12-30,200,2012-11-07,2022-11-26,ok,3.0,3.0,ok
DKS,5088,2002-10-16,2022-12-30,228,2015-11-25,2022-12-21,ok,3301.0,3301.0,ok
DLB,4499,2005-02-17,2022-12-30,275,2015-11-24,2022-12-21,ok,2711.0,2711.0,ok
DLNG,2299,2013-11-13,2022-12-30,177,2014-08-06,2022-11-25,ok,182.0,182.0,ok
DLNG$A,0,,,0,,,empty_ohlc,,,empty
DLR,4575,2004-10-29,2022-12-30,247,2015-10-29,2022-11-26,ok,2769.0,2769.0,ok
DLR$J,0,,,0,,,empty_ohlc,,,empty
DLR$K,0,,,0,,,empty_ohlc,,,empty
DLR$L,0,,,0,,,empty_ohlc,,,empty
DLX,5787,2000-01-03,2022-12-30,226,2015-10-27,2022-11-11,ok,3979.0,3979.0,ok
DLY,719,2020-02-26,2022-12-30,36,2021-06-05,2022-10-26,ok,322.0,322.0,ok
DMA,243,2022-01-13,2022-12-30,16,2022-05-11,2022-11-11,ok,81.0,81.0,ok
DMB,2439,2013-04-26,2022-12-30,98,2019-06-27,2022-12-29,ok,1553.0,1553.0,ok
DMO,3237,2010-02-24,2022-12-30,84,2019-06-27,2022-11-04,ok,2351.0,2351.0,ok
DNA,431,2021-04-19,2022-12-30,55,2021-09-23,2022-12-08,ok,110.0,110.0,ok
DNOW,2171,2014-05-20,2022-12-30,193,2015-11-03,2022-12-04,ok,368.0,368.0,ok
DNP,5787,2000-01-03,2022-12-30,169,2015-05-08,2022-11-26,ok,3860.0,3860.0,ok
DOC,5787,2000-01-03,2022-12-30,233,2015-11-16,2022-11-27,ok,3993.0,3993.0,ok
DOCN,448,2021-03-24,2022-12-30,57,2021-03-25,2022-12-04,ok,1.0,1.0,ok
DOCS,384,2021-06-24,2022-12-30,35,2021-06-26,2022-11-26,ok,2.0,2.0,ok
DOLE,359,2021-07-30,2022-12-30,38,2021-07-31,2022-12-07,ok,1.0,1.0,ok
DOUG,253,2021-12-30,2022-12-30,23,2022-01-01,2022-12-08,ok,2.0,2.0,ok
DOV,5787,2000-01-03,2022-12-30,210,2015-10-20,2022-10-22,ok,3974.0,3974.0,ok
DOW,955,2019-03-20,2022-12-30,167,2015-10-27,2022-12-05,ok,0.0,0.0,ok
DPG,2875,2011-08-01,2022-12-30,133,2019-06-27,2022-12-24,ok,1989.0,1989.0,ok
DQ,3080,2010-10-07,2022-12-30,246,2016-04-07,2022-11-25,ok,1383.0,1383.0,ok
DRD,5787,2000-01-03,2022-12-30,705,2004-08-29,2022-12-17,ok,1169.0,1169.0,ok
DRI,5787,2000-01-03,2022-12-30,237,2015-10-02,2022-11-04,ok,3962.0,3962.0,ok
DRLL,101,2022-08-09,2022-12-30,0,,,missing,101.0,101.0,ok
DSL,2439,2013-04-26,2022-12-30,100,2019-06-27,2022-11-05,ok,1553.0,1553.0,ok
DSM,5787,2000-01-03,2022-12-30,160,2014-04-08,2022-11-04,ok,3587.0,3587.0,ok
DSMC,60,2022-10-06,2022-12-30,0,,,missing,60.0,60.0,ok
DSTX,515,2020-12-15,2022-12-30,0,,,missing,515.0,515.0,ok
DSU,5787,2000-01-03,2022-12-30,183,2013-12-13,2022-10-23,ok,3509.0,3509.0,ok
DSX,4476,2005-03-23,2022-12-30,187,2015-05-20,2022-10-23,ok,2557.0,2557.0,ok
DSX$B,0,,,0,,,empty_ohlc,,,empty
DSX-W,0,,,0,,,empty_ohlc,,,empty
DT,862,2019-08-01,2022-12-30,99,2019-08-11,2022-12-08,ok,7.0,7.0,ok
DTB,563,2020-10-07,2022-12-30,0,,,missing,563.0,563.0,ok
DTE,5787,2000-01-03,2022-12-30,212,2015-10-23,2022-11-11,ok,3977.0,3977.0,ok
DTF,5787,2000-01-03,2022-12-30,155,2013-04-10,2022-11-04,ok,3336.0,3336.0,ok
DTG,273,2021-12-01,2022-12-30,0,,,missing,273.0,273.0,ok
DTK,0,,,0,,,empty_ohlc,,,empty
DTM,379,2021-07-01,2022-12-30,46,2021-07-03,2022-11-01,ok,2.0,2.0,ok
DTW,1202,2018-03-26,2022-12-30,24,2018-03-24,2018-07-31,ok,0.0,0.0,ok
DUK,5787,2000-01-03,2022-12-30,210,2015-11-06,2022-12-28,ok,3987.0,3987.0,ok
DUK$A,0,,,0,,,empty_ohlc,,,empty
DUKB,1058,2018-10-18,2022-12-30,0,,,missing,1058.0,1058.0,ok
DV,429,2021-04-21,2022-12-30,43,2015-11-04,2022-11-11,ok,0.0,0.0,ok
DVA,5787,2000-01-03,2022-12-30,213,2015-11-04,2022-11-05,ok,3985.0,3985.0,ok
DVN,5787,2000-01-03,2022-12-30,200,2015-08-05,2022-11-26,ok,3921.0,3921.0,ok
DX,5787,2000-01-03,2022-12-30,228,2015-11-05,2022-12-31,ok,3986.0,3986.0,ok
DX$C,0,,,0,,,empty_ohlc,,,empty
DXC,5787,2000-01-03,2022-12-30,198,2017-04-06,2022-12-07,ok,4342.0,4342.0,ok
DXYZ,0,,,0,,,empty_ohlc,,,empty
DY,5787,2000-01-03,2022-12-30,232,2015-11-25,2022-11-26,ok,4000.0,4000.0,ok
E,5787,2000-01-03,2022-12-30,969,2017-05-02,2022-12-30,ok,4359.0,4359.0,ok
EAF,1185,2018-04-19,2022-12-30,276,2018-04-23,2022-11-26,ok,2.0,2.0,ok
EAI,0,,,0,,,empty_ohlc,,,empty
EARN,2436,2013-05-01,2022-12-30,197,2015-11-05,2022-11-16,ok,635.0,635.0,ok
EAT,5787,2000-01-03,2022-12-30,158,2015-11-03,2022-11-08,ok,3984.0,3984.0,ok
EB,1078,2018-09-20,2022-12-30,237,2018-09-24,2022-11-09,ok,2.0,2.0,ok
EBF,5787,2000-01-03,2022-12-30,196,2015-09-29,2022-11-04,ok,3959.0,3959.0,ok
EBS,4059,2006-11-15,2022-12-30,229,2015-11-06,2022-12-31,ok,2259.0,2259.0,ok
EC,3597,2008-09-18,2022-12-30,640,2017-04-29,2022-12-22,ok,2168.0,2168.0,ok
ECAT,318,2021-09-28,2022-12-30,19,2021-12-21,2022-11-04,ok,59.0,59.0,ok
ECC,2073,2014-10-08,2022-12-30,209,2016-04-11,2022-11-06,ok,378.0,378.0,ok
ECC$D,0,,,0,,,empty_ohlc,,,empty
ECCC,392,2021-06-14,2022-12-30,0,,,missing,392.0,392.0,ok
ECCU,0,,,0,,,empty_ohlc,,,empty
ECCV,235,2022-01-26,2022-12-30,0,,,missing,235.0,235.0,ok
ECCW,445,2021-03-29,2022-12-30,0,,,missing,445.0,445.0,ok
ECCX,221,2022-02-15,2022-12-30,32,2018-05-04,2018-08-03,ok,0.0,0.0,ok
ECG,0,,,0,,,empty_ohlc,,,empty
ECL,5787,2000-01-03,2022-12-30,195,2015-11-03,2022-11-08,ok,3984.0,3984.0,ok
ECO,0,,,0,,,empty_ohlc,,,empty
ECVT,1323,2017-09-29,2022-12-30,36,2021-08-05,2022-11-09,ok,968.0,968.0,ok
ED,5787,2000-01-03,2022-12-30,231,2015-11-06,2022-11-09,ok,3987.0,3987.0,ok
EDD,3952,2007-04-24,2022-12-30,69,2019-06-27,2022-09-20,ok,3066.0,3066.0,ok
EDF,3025,2010-12-27,2022-12-30,104,2019-06-27,2022-12-31,ok,2139.0,2139.0,ok
EDN,3950,2007-04-26,2022-12-30,973,2017-04-29,2022-12-31,ok,2521.0,2521.0,ok
EDU,4102,2006-09-15,2022-12-30,515,2016-09-27,2023-01-01,ok,2525.0,2525.0,ok
EE,181,2022-04-13,2022-12-30,211,2015-11-04,2022-12-29,ok,0.0,0.0,ok
EEA,5787,2000-01-03,2022-12-30,165,2015-05-27,2022-10-07,ok,3872.0,3872.0,ok
EEX,1430,2017-04-28,2022-12-30,230,2017-04-28,2022-11-09,ok,0.0,0.0,ok
EFC,3079,2010-10-08,2022-12-30,220,2015-11-09,2022-12-07,ok,1280.0,1280.0,ok
EFC$A,0,,,0,,,empty_ohlc,,,empty
EFC$B,0,,,0,,,empty_ohlc,,,empty
EFC$C,0,,,0,,,empty_ohlc,,,empty
EFC$D,0,,,0,,,empty_ohlc,,,empty
EFR,4808,2003-11-25,2022-12-30,183,2015-02-25,2022-12-24,ok,2830.0,2830.0,ok
EFT,4643,2004-07-26,2022-12-30,207,2014-09-24,2022-11-01,ok,2560.0,2560.0,ok
EFX,5787,2000-01-03,2022-12-30,231,2015-10-22,2022-10-23,ok,3976.0,3976.0,ok
EFXT,2909,2011-06-13,2022-12-30,33,2022-10-15,2022-12-30,ok,2856.0,2856.0,ok
EG,5787,2000-01-03,2022-12-30,0,,,missing,5787.0,5787.0,ok
EGO,5021,2003-01-23,2022-12-30,956,2017-05-01,2022-12-30,ok,3592.0,3592.0,ok
EGP,5787,2000-01-03,2022-12-30,201,2015-10-19,2022-12-21,ok,3973.0,3973.0,ok
EGY,5787,2000-01-03,2022-12-30,210,2015-11-18,2022-11-26,ok,3995.0,3995.0,ok
EHAB,133,2022-06-23,2022-12-30,29,2022-07-03,2022-12-22,ok,7.0,7.0,ok
EHC,5787,2000-01-03,2022-12-30,194,2017-08-02,2022-11-26,ok,4423.0,4423.0,ok
EHI,4892,2003-07-29,2022-12-30,252,2013-08-26,2022-12-29,ok,2537.0,2537.0,ok
EIC,868,2019-07-24,2022-12-30,0,,,missing,868.0,868.0,ok
EICA,303,2021-10-19,2022-12-30,0,,,missing,303.0,303.0,ok
EICC,0,,,0,,,empty_ohlc,,,empty
EIG,4009,2007-01-31,2022-12-30,268,2015-10-29,2022-11-02,ok,2203.0,2203.0,ok
EIIA,0,,,0,,,empty_ohlc,,,empty
EIX,5787,2000-01-03,2022-12-30,209,2015-08-24,2022-11-04,ok,3934.0,3934.0,ok
EL,5787,2000-01-03,2022-12-30,220,2015-11-02,2022-11-26,ok,3983.0,3983.0,ok
ELAN,1078,2018-09-20,2022-12-30,250,2018-09-26,2022-11-25,ok,4.0,4.0,ok
ELC,247,2022-01-07,2022-12-30,0,,,missing,247.0,247.0,ok
ELF,1580,2016-09-22,2022-12-30,226,2016-09-22,2022-12-08,ok,0.0,0.0,ok
ELME,5787,2000-01-03,2022-12-30,5,2022-10-21,2022-11-25,ok,5738.0,5738.0,ok
ELPC,0,,,0,,,empty_ohlc,,,empty
ELS,5787,2000-01-03,2022-12-30,255,2015-10-29,2022-12-30,ok,3981.0,3981.0,ok
ELV,5330,2001-10-30,2022-12-30,11,2022-06-29,2022-10-21,ok,5201.0,5201.0,ok
EMA,3271,2010-01-05,2022-12-30,0,,,missing,3271.0,3271.0,ok
EMBJ,5648,2000-07-21,2022-12-30,0,,,missing,5648.0,5648.0,ok
EMD,4802,2003-12-04,2022-12-30,176,2013-08-26,2022-11-04,ok,2447.0,2447.0,ok
EME,5787,2000-01-03,2022-12-30,214,2015-10-29,2022-12-08,ok,3981.0,3981.0,ok
EMF,5787,2000-01-03,2022-12-30,153,2014-01-03,2022-11-05,ok,3522.0,3522.0,ok
EMN,5787,2000-01-03,2022-12-30,201,2015-11-03,2022-11-02,ok,3984.0,3984.0,ok
EMO,2908,2011-06-14,2022-12-30,91,2019-06-27,2022-11-02,ok,2022.0,2022.0,ok
EMP,0,,,0,,,empty_ohlc,,,empty
EMR,5787,2000-01-03,2022-12-30,202,2015-12-14,2022-12-13,ok,4012.0,4012.0,ok
ENB,5787,2000-01-03,2022-12-30,941,2017-04-29,2022-12-22,ok,4358.0,4358.0,ok
ENIC,1687,2016-04-21,2022-12-30,644,2017-04-29,2022-12-31,ok,258.0,258.0,ok
ENJ,2536,2012-12-05,2022-12-30,71,2017-05-01,2018-08-02,ok,1107.0,1107.0,ok
ENO,1706,2016-03-24,2022-12-30,31,2018-03-24,2018-07-31,ok,504.0,504.0,ok
ENOV,3689,2008-05-08,2022-12-30,35,2022-04-07,2022-11-05,ok,3504.0,3504.0,ok
ENR,1903,2015-06-12,2022-12-30,208,2015-12-11,2022-12-17,ok,127.0,127.0,ok
ENS,4638,2004-08-02,2022-12-30,244,2015-11-02,2022-12-21,ok,2834.0,2834.0,ok
ENVA,2047,2014-11-13,2022-12-30,227,2014-10-31,2022-12-23,ok,0.0,0.0,ok
EOD,3970,2007-03-28,2022-12-30,81,2019-06-27,2022-12-08,ok,3084.0,3084.0,ok
EOG,5787,2000-01-03,2022-12-30,207,2015-11-06,2022-11-09,ok,3987.0,3987.0,ok
EOI,4577,2004-10-27,2022-12-30,230,2014-05-30,2022-12-05,ok,2413.0,2413.0,ok
EOS,4514,2005-01-27,2022-12-30,235,2014-02-28,2022-12-30,ok,2287.0,2287.0,ok
EOT,3425,2009-05-27,2022-12-30,85,2019-06-27,2022-11-04,ok,2539.0,2539.0,ok
EP$C,0,,,0,,,empty_ohlc,,,empty
