Date,Open,High,Low,Close,Volume,SharesOutstanding,Turnover
2003-07-18,5.4981116513312,5.645712375640869,5.402171273434182,5.645712375640869,7596324.0,,
2003-07-21,5.553462882455736,5.553462882455736,5.424312309192223,5.505492687225342,2208998.0,,
2003-07-22,5.571912373525423,5.608812713878549,5.538702810441831,5.5756025314331055,797112.0,,
2003-07-23,5.553463282095725,5.56822329558556,5.501802925200351,5.5165629386901855,932193.0,,
2003-07-24,5.4243119265291995,5.475972276062549,5.368962038670607,5.37265157699585,1149203.0,,
2003-07-25,5.3689623244633,5.475972567551454,5.3689623244633,5.472282409667969,662295.0,,
2003-07-28,4.9999623539563,5.166012677387488,4.9999623539563,5.147562503814697,1050731.0,,
2003-07-29,5.125422085350491,5.147562106118732,5.110662071504996,5.129112243652344,1868699.0,,
2003-07-30,5.110661979675253,5.1180419864653945,5.0368619117738405,5.095901966094971,900689.0,,
2003-07-31,5.047931765226422,5.0959019641848355,5.0036520341831245,5.088521957397461,996962.0,,
2003-08-01,5.0184111732194125,5.066381366778444,5.0184111732194125,5.05531120300293,667047.0,,
2003-08-04,4.999961853027344,5.022101563607019,4.9446116475353,4.999961853027344,296035.0,,
2003-08-05,4.907711040278159,4.98151140887061,4.907711040278159,4.937231063842773,793944.0,,
2003-08-06,4.948302211510652,5.103282366043332,4.929852038273416,5.092212200164795,1290181.0,,
2003-08-07,5.040550810488186,5.088521000425089,5.022100642149102,5.081140995025635,331059.0,,
2003-08-08,5.055310821287096,5.088521000425089,4.981511076973443,5.081140995025635,293747.0,,
2003-08-11,5.088521384648554,5.106971244699853,5.0294810273140085,5.05531120300293,590574.0,,
2003-08-12,5.055312163371299,5.092212200164795,5.055312163371299,5.092212200164795,499669.0,,
2003-08-13,5.110660564829906,5.166010755273186,5.110660564829906,5.132800579071045,1319573.0,,
2003-08-14,5.12173072284329,5.132800575114893,5.09221039419699,5.125420570373535,270867.0,,
2003-08-15,5.10328056008286,5.143870741032048,5.092210398121857,5.132800579071045,715183.0,,
2003-08-18,5.129111305600405,5.202911671011649,5.129111305600405,5.166011333465576,676111.0,,
2003-08-19,5.110661136827369,5.166011333465576,5.0959011256813005,5.166011333465576,824304.0,,
2003-08-20,5.110662071504996,5.184462140732469,5.110662071504996,5.129112243652344,808288.0,,
2003-08-21,5.16601227826608,5.188152299034321,5.114352229806849,5.129112243652344,1320805.0,,
2003-08-22,5.092211336544676,5.129111676760988,5.092211336544676,5.110661506652832,867513.0,,
2003-08-25,5.106971732579541,5.11066189075088,5.077451705932617,5.077451705932617,707439.0,,
2003-08-26,5.040551680661172,5.106971740722656,5.0257916673141745,5.106971740722656,422228.0,,
2003-08-27,5.1660115262632775,5.239811584747868,5.147561356801673,5.232431888580322,510493.0,,
2003-08-28,5.202911780603749,5.23981149956526,5.202911780603749,5.228741645812988,525101.0,,
2003-08-29,5.202912642055511,5.2213628142719894,5.202912642055511,5.210292339324951,572622.0,,
2003-09-02,5.17339208314397,5.221362590789795,5.169701924986234,5.221362590789795,983410.0,,
2003-09-03,5.202911865186486,5.232431888580322,5.1955315496571135,5.232431888580322,831872.0,,
2003-09-04,5.195531934427142,5.2250519600071685,5.184461769994164,5.213982105255127,653407.0,,
2003-09-05,5.166011599295889,5.213981792829491,5.166011599295889,5.206602096557617,689399.0,,
2003-09-08,5.173392209435059,5.2139824017562875,5.121732161732284,5.162322044372559,349803.0,,
2003-09-09,5.110661964192732,5.129112135952668,4.963061828837054,5.036861896514893,1330397.0,,
2003-09-10,5.011032089786258,5.033171800683107,4.9261618560641915,4.951992034912109,610726.0,,
2003-09-11,4.9815106327574865,5.143870737067363,4.9815106327574865,5.125420570373535,578166.0,,
2003-09-12,5.1291122489537475,5.154942118369581,5.092211904620913,5.151252269744873,416156.0,,
2003-09-15,5.129112247191683,5.143872261047363,5.092211902871526,5.143872261047363,206890.0,,
2003-09-16,5.147561429573452,5.2213621084632,5.136491575484724,5.206602096557617,1048354.0,,
2003-09-17,5.166011254742851,5.199221434155879,5.162321097172115,5.177081108093262,815328.0,,
2003-09-18,5.147561738019131,5.213982105255127,5.1291118768720825,5.213982105255127,584062.0,,
2003-09-19,5.184461938255282,5.221362590789795,5.184461938255282,5.221362590789795,369252.0,,
2003-09-22,5.18077174794453,5.202912076068201,5.173391741796949,5.1918416023254395,400316.0,,
2003-09-23,5.239811128220021,5.284091778814572,5.2361215901386196,5.276711463928223,400756.0,,
2003-09-24,5.25088261732789,5.25088261732789,5.202912419363011,5.221362590789795,717119.0,,
2003-09-25,5.2213632942641945,5.228742992212039,5.2213632942641945,5.225052833557129,1256301.0,,
2003-09-26,5.202913120351619,5.2324331508669495,5.188152795412966,5.225052833557129,304043.0,,
2003-09-29,5.191841386222535,5.2213620289459595,5.191841386222535,5.217671871185303,212082.0,,
2003-09-30,5.180772695994836,5.191842552401463,5.129112643508285,5.169702529907227,474941.0,,
2003-10-01,5.158631249282277,5.191841119014409,5.151251243821704,5.177081108093262,969770.0,,
2003-10-02,5.184461704752835,5.2767122480509405,5.184461704752835,5.269331932067871,947329.0,,
2003-10-03,5.258262338796448,5.309922695159912,5.258262338796448,5.309922695159912,675935.0,,
2003-10-06,5.276711879023468,5.332061767578125,5.2102915172684225,5.332061767578125,379636.0,,
