ticker,status,failure_reason,request_start,request_end
"DEFT,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DEVS,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DFDV,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DFDVW,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DFLIW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DFSCW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DGNX,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DHCNL,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DJTWW,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DKI,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DLXY,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DMAA,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DMAAR,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DMAAU,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DMII,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DMIIR,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DMIIU,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DNMX,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DNMXU,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DNMXW,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DRDB,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DRDBU,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DRDBW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DRMAW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DRTSW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DSAC,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DSACU,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DSACW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DSY,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DSYWW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DTCK,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DTSQ,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DTSQR,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DTSQU,missing,YFRateLimitError('Too Many Requests- Rate limited- Try after a while-'),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DTSTW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DXST,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DYOR,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DYORU,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"DYORW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ECXWW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EDBLW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EDHL,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EFTY,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EGHA,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EGHAR,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EGHAU,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EHGO,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EHLD,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EIKN,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ELAB,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ELOG,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ELPW,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ELVR,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ELWT,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EMAT,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EMIS,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EMISR,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EMPG,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ENGNW,missing,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ENGS,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ENLT,missing,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EPRX,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EPSM,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EQPT,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ERNAW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ESGLW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ESHA,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ESHAR,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ESLAW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ETHM,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ETHMU,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ETHMW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ETOR,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"ETS,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EUDAW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EURK,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EURKR,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EURKU,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EVLVW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EVOX,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EVOXU,empty,YFRateLimitError('Too Many Requests- Rate limited- Try after a while-'),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EVOXW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EXOZ,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"EZRAW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FACT,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FACTU,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FACTW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FATN,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FBGL,empty,YFRateLimitError('Too Many Requests- Rate limited- Try after a while-'),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FBLA,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FBLG,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FBYD,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FBYDW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FCHL,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FDSB,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FEBO,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FERA,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FERAR,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FERAU,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FFAIW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FGIIU,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FGIWW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FGL,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FGMC,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FGMCR,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FGMCU,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FIGR,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FIGX,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FIGXU,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FIGXW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FITBM,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FLDDW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FLX,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FLY,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FLYE,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FMFC,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FMST,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FMSTW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FOFO,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FOXXW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FRMI,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FSHP,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FSHPR,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FSHPU,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FTAIM,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FTEL,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FTRE,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FTRK,empty,""possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01) (Yahoo error = """"Data doesn't exist for startDate = 1167627600, endDate = 1672549200"""")"",2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
"FUFUW,empty,possibly delisted; no price data found  (1d 2007-01-01 -> 2023-01-01),2007-01-01,2023-01-01",missing,download_failed,2010-01-01,2025-12-12
