Date,Open,High,Low,Close,Volume,SharesOutstanding,Turnover
2000-01-03,11.90496526484853,11.982775618200963,11.743787164023,11.793807983398438,3097679,,
2000-01-04,11.56037583970574,11.693765248508635,11.471449851989746,11.471449851989746,4956085,,
2000-01-05,11.488124138914772,11.843827247619629,11.443660716290514,11.843827247619629,8731334,,
2000-01-06,11.827157501891653,12.583028206653292,11.782694066898458,12.177303314208984,11676371,,
2000-01-07,12.360718988092326,12.533012844525523,12.271792933765221,12.449645042419434,8291543,,
2000-01-10,12.382946242980161,12.444082725147917,12.116168167145995,12.132842063903809,4080534,,
2000-01-11,11.96054849509856,12.088379721444188,11.954991098646891,12.016127586364746,3210524,,
2000-01-12,12.016123457126396,12.316248396128625,11.960544384959483,12.249553680419922,7669892,,
2000-01-13,12.138400078833056,12.388505125121366,12.138400078833056,12.27178955078125,5226106,,
2000-01-14,12.271786993782177,12.444080766819035,12.188418377571024,12.360713005065918,5300663,,
2000-01-18,12.271785668243488,12.294016955048598,11.554819405886146,11.588167190551758,6348000,,
2000-01-19,11.671529389597344,11.843823062040798,11.404752365961526,11.488120079040527,6720790,,
2000-01-20,11.510353697801916,11.510353697801916,10.937892664485002,11.186607360839844,6235156,,
2000-01-21,10.982360240402244,11.065728002026352,10.626656195817715,10.860086441040039,8757027,,
2000-01-24,11.026819476981935,11.249134864701857,10.743367635337812,11.232460975646973,6308706,,
2000-01-25,11.232465713092362,11.260255255085193,10.648888749075478,10.854530334472656,7112219,,
2000-01-26,10.848968097137892,11.06572524877918,10.626653551815341,10.78227424621582,6167147,,
2000-01-27,10.937896210834221,11.07128564750478,10.493266179362344,10.587750434875488,7383751,,
2000-01-28,10.604426454560784,10.621099496644527,10.165353729803204,10.204258918762207,7842181,,
2000-01-31,10.22648814983305,10.376551479545705,10.08198392379137,10.359877586364746,5224594,,
2000-02-01,10.337651088978834,10.732259623309703,10.293187638044222,10.66000747680664,5415523,,
2000-02-02,10.582191650550678,10.626655078678493,10.07642517553721,10.237604141235352,6821040,,
2000-02-03,10.282068146360562,10.315415081255479,10.076426578363415,10.226489067077637,5467411,,
2000-02-04,10.315413313152273,10.32652895621198,9.91524674517117,9.976383209228516,4355592,,
2000-02-07,10.048636504116512,10.070868647321731,9.859668840849274,9.915247917175293,5294618,,
2000-02-08,10.093099595539826,10.093099595539826,9.848552864197282,9.920804977416992,4232168,,
2000-02-09,9.959710247310241,10.043077998118488,9.604006248873596,9.631794929504395,5978234,,
2000-02-10,9.654027195157692,9.670700232860309,9.392806587293425,9.4205961227417,5623580,,
2000-02-11,9.409478421302083,9.581772136262586,9.248300347197961,9.40392017364502,5144495,,
2000-02-14,9.381690560597088,9.604005980639826,9.203838566346057,9.409480094909668,7464858,,
2000-02-15,9.420593330753299,9.776297228371948,9.381688163547654,9.687371253967285,9508651,,
2000-02-16,9.68181673768647,9.737395813528737,9.481733431787129,9.537312507629395,4414029,,
2000-02-17,9.604005276293082,9.670699128402541,9.403921156591187,9.576215744018555,4068443,,
2000-02-18,9.576214501697024,9.576214501697024,9.159374135029294,9.314994812011719,5014522,,
2000-02-22,9.31499681418389,10.23204547618091,9.31499681418389,10.148676872253418,6305180,,
2000-02-23,10.059752499765802,10.137562006489022,9.781858840951806,9.848552703857422,5243738,,
2000-02-24,9.78185725750065,9.787414651280853,9.209396139585172,9.576215744018555,4169701,,
2000-02-25,9.576216446327246,9.576216446327246,9.33722713480538,9.409480094909668,3677518,,
2000-02-28,9.259416582412303,9.815203787653502,9.15937495382551,9.565099716186523,5836171,,
2000-02-29,9.565104055452052,9.73739785963411,9.326114662678217,9.64847183227539,4679012,,
2000-03-01,9.659587569659754,9.670703216376774,9.103800107059545,9.192726135253906,4823090,,
2000-03-02,9.070451402654546,9.114913980874405,8.770325581838366,8.848135948181152,6428100,,
2000-03-03,9.159375619716304,10.020846021361015,9.070449626234439,9.759625434875488,9682955,,
2000-03-06,9.848548328215184,9.909684769278488,9.098235440993056,9.264971733093262,7108189,,
2000-03-07,8.981525828040066,9.126030068732026,8.47575927670206,8.536895751953125,10355991,,
2000-03-08,8.653611336137955,8.887041592829604,8.181191718501456,8.725863456726074,11272852,,
2000-03-09,8.492431840389148,8.64805170178269,8.359042411242754,8.525778770446777,6497116,,
2000-03-10,8.553567427796033,8.859249724749041,8.447967545102724,8.71474552154541,4936942,,
2000-03-13,8.46463672708908,9.003750682840694,8.453521089939017,8.870361328125,5060365,,
2000-03-14,8.881483303221877,8.903714591247756,8.625820927550292,8.648052215576172,4682538,,
2000-03-15,8.692512794689385,9.47061538696289,8.692512794689385,9.47061538696289,8027064,,
2000-03-16,9.448386544366532,9.976384349573634,9.092682507965701,9.954153060913086,10509641,,
2000-03-17,9.954150489961775,9.954150489961775,9.337225980535298,9.47061538696289,6963103,,
2000-03-20,9.604008674621582,9.781860718761171,9.470619214287819,9.604008674621582,4397908,,
2000-03-21,9.431714171312239,9.826323453720676,9.426156775480093,9.731839179992676,4364660,,
2000-03-22,9.731836562312772,9.731836562312772,9.28720656472132,9.309438705444336,4493625,,
2000-03-23,9.292765651792916,9.626238393682701,9.292765651792916,9.426155090332031,5263385,,
2000-03-24,9.426154952692693,9.792974621632009,9.337228091993113,9.637353897094727,4818556,,
2000-03-27,9.426158443191653,9.909692980128394,9.426158443191653,9.698493957519531,5379755,,
2000-03-28,9.631797935127446,10.137564555519242,9.631797935127446,9.64847183227539,5790831,,
2000-03-29,9.648024333836041,9.922562052815108,9.55277716904284,9.804903030395508,4837699,,
2000-03-30,9.793695870880589,10.63411584039892,9.776887195853448,10.443620681762695,8899090,,
2000-03-31,10.488443643409829,10.678939681150766,10.202701309528424,10.21950912475586,7034638,,
2000-04-03,10.488439223817174,10.74616813659668,10.443617253610984,10.74616813659668,5320814,,
2000-04-04,10.667737179984938,11.250429278453524,10.39880256408374,10.650928497314453,8876924,,
2000-04-05,10.65092193544456,10.84141792470756,10.124259390801422,10.370782852172852,4742991,,
