Date,Open,High,Low,Close,Volume,SharesOutstanding,Turnover
2021-01-15,562.0999755859375,579.0499877929688,513.5,523.5,7714.0,,
2021-01-19,525.0,531.0,515.5,523.0,8332.0,,
2021-01-20,527.0,527.0,520.0,526.5,3448.0,,
2021-01-21,529.0,532.5,525.5,529.0,2266.0,,
2021-01-22,529.0,534.5,529.0,533.5,2746.0,,
2021-01-25,545.0,556.5,534.5,551.5,5554.0,,
2021-01-26,538.5,600.0,535.0,535.0,4246.0,,
2021-01-27,539.0,539.0,512.5,515.0,3906.0,,
2021-01-28,522.5,544.0,518.5,527.5,1628.0,,
2021-01-29,536.5,536.5,517.5,521.0,1118.0,,
2021-02-01,521.0,537.5,520.0,529.0,1440.0,,
2021-02-02,529.0,535.0,521.0,521.0,3080.0,,
2021-02-03,527.5,537.0,527.5,530.0,1760.0,,
2021-02-04,535.0,535.0,527.5,534.25,2540.0,,
2021-02-05,543.5,544.0,529.5,536.5,3862.0,,
2021-02-08,539.0,541.0,533.5,539.5,2294.0,,
2021-02-09,542.5,548.5,534.5,538.0,2366.0,,
2021-02-10,582.0,585.5,545.0,583.5,261956.0,,
2021-02-11,595.0,622.5,582.5,600.0,107230.0,,
2021-02-12,599.5,607.0,566.3499755859375,574.0,34170.0,,
2021-02-16,580.0,580.5,535.0,545.0,51220.0,,
2021-02-17,550.0,557.5,535.0,557.5,47160.0,,
2021-02-18,587.5,633.5,566.0,612.5,160304.0,,
2021-02-19,699.5,861.5,692.5,702.5,394650.0,,
2021-02-22,800.0,910.0,758.0,777.0,321408.0,,
2021-02-23,717.5,744.0,605.0,665.5,159682.0,,
2021-02-24,715.0,787.0,675.0,702.0,124528.0,,
2021-02-25,653.0,692.0,592.0,632.0,132586.0,,
2021-02-26,638.0,649.5,587.0,633.5,64392.0,,
2021-03-01,653.5,671.0,626.4500122070312,634.0,58486.0,,
2021-03-02,620.5,645.0,596.0,604.5,60870.0,,
2021-03-03,597.0,611.25,544.0,566.5,82218.0,,
2021-03-04,547.0,606.5,525.5,558.0,87014.0,,
2021-03-05,557.5,600.0,506.5,594.5,96456.0,,
2021-03-08,586.5,612.5,551.0,577.5,50744.0,,
2021-03-09,575.5,594.5,561.0,568.0,49862.0,,
2021-03-10,567.0,577.5,543.0,556.0,55592.0,,
2021-03-11,556.0,572.0,548.5,562.0,35680.0,,
2021-03-12,555.0,588.5,555.0,585.5,32490.0,,
2021-03-15,582.5,599.5,576.0,584.0,24452.0,,
2021-03-16,579.5,581.5,551.0,562.0,35614.0,,
2021-03-17,546.5,560.25,540.5,547.0,28652.0,,
2021-03-18,543.0,555.0,534.5,539.5,29306.0,,
2021-03-19,537.5,539.0,525.5,533.0,27174.0,,
2021-03-22,541.0,545.0,529.0,536.5,18356.0,,
2021-03-23,531.0,534.5,516.0,517.5,28602.0,,
2021-03-24,520.0,521.5,500.5,505.5,43892.0,,
2021-03-25,496.0,512.5,486.0,507.0,45932.0,,
2021-03-26,505.0,532.5,501.5,512.5,22854.0,,
2021-03-29,508.5,522.5,504.25,515.5,25864.0,,
2021-03-30,508.5,516.5,504.5,505.5,21912.0,,
2021-03-31,510.0,510.5,502.5,506.0,40494.0,,
2021-04-01,506.5,509.0,500.0,503.0,58676.0,,
2021-04-05,503.0,507.0,501.0,505.5,29408.0,,
2021-04-06,505.0,505.5,500.5,501.5,34970.0,,
2021-04-07,502.5,504.0,499.75,500.5,32940.0,,
2021-04-08,502.5,511.5,500.0,505.0,25334.0,,
2021-04-09,506.0,514.5,501.75,502.5,21512.0,,
2021-04-12,502.5,504.0,500.0,500.5,19524.0,,
2021-04-13,502.0,502.0,497.5,497.5,31472.0,,
2021-04-14,498.0,500.5,497.5,498.5,22220.0,,
2021-04-15,498.5,499.0,496.5,496.5,34700.0,,
2021-04-16,497.5,500.0,495.5,499.0,28128.0,,
2021-04-19,497.5,498.0,494.0,495.0,57864.0,,
2021-04-20,495.0,497.0,494.5,495.0,20146.0,,
2021-04-21,494.0,496.0,493.1499938964844,495.5,12448.0,,
2021-04-22,496.0,498.0,494.5,495.5,21858.0,,
2021-04-23,495.5,502.0,495.5,500.5,37856.0,,
2021-04-26,507.0,507.1000061035156,499.0,500.0,21864.0,,
2021-04-27,500.5,501.25,497.5,500.0,21308.0,,
2021-04-28,500.0,502.5,498.5,498.5,12052.0,,
2021-04-29,499.0,501.5,499.0,501.0,12762.0,,
2021-04-30,499.5,504.0,499.5,502.0,11822.0,,
2021-05-03,504.5,505.5,501.0,501.5,16572.0,,
2021-05-04,502.0,504.5,499.0,503.0,25494.0,,
2021-05-05,501.0,506.5,499.5,502.5,17524.0,,
2021-05-06,501.5,502.5,499.75,501.0,16922.0,,
2021-05-07,501.0,506.0,499.5,503.5,12936.0,,
2021-05-10,503.0,503.0,495.5,497.5,15198.0,,
2021-05-11,494.0,499.0,491.5,498.0,20978.0,,
2021-05-12,498.5,501.0,496.5,499.0,22586.0,,
2021-05-13,499.0,499.0,494.5,495.0,17032.0,,
2021-05-14,495.5,498.0,495.5,496.0,10050.0,,
2021-05-17,494.5,497.0,494.5,496.5,7944.0,,
2021-05-18,497.0,499.0,495.5,497.5,5412.0,,
2021-05-19,496.0,500.0,494.0,498.5,16236.0,,
2021-05-20,500.0,500.5,497.5,497.5,17678.0,,
2021-05-21,500.0,500.0,498.0,498.0,10068.0,,
2021-05-24,498.5,499.0,495.5,496.0,12858.0,,
2021-05-25,496.5,497.5,495.5,496.5,5734.0,,
2021-05-26,496.0,498.5,496.0,498.5,12674.0,,
2021-05-27,497.5,498.5,496.5,498.0,17182.0,,
2021-05-28,498.5,509.0,498.0,502.0,26712.0,,
2021-06-01,501.5,506.5,500.5,502.0,49314.0,,
2021-06-02,502.0,504.0,499.0,500.5,17162.0,,
2021-06-03,498.5,501.5,498.0,499.5,20214.0,,
2021-06-04,500.5,506.5,499.25,506.0,35748.0,,
2021-06-07,507.5,508.0,503.0,504.5,12056.0,,
2021-06-08,506.0,527.5,504.0,519.5,53582.0,,
2021-06-09,555.0,556.5,513.5,516.0,112298.0,,
2021-06-10,516.5,520.75,507.75,516.0,28538.0,,
2021-06-11,517.5,521.0,516.0,518.0,20678.0,,
2021-06-14,525.5,526.0,510.0,513.0,27988.0,,
2021-06-15,515.5,515.5,499.5,501.5,34582.0,,
2021-06-16,505.0,506.0,500.25,501.0,25756.0,,
2021-06-17,502.5,503.0,499.5,500.5,26152.0,,
2021-06-18,501.0,501.5,498.5,499.5,43050.0,,
2021-06-21,497.0,499.0,491.5,495.5,35352.0,,
2021-06-22,497.5,502.5,489.75,499.0,30326.0,,
2021-06-23,505.0,529.5,500.5,518.5,49154.0,,
2021-06-24,530.5,572.0,508.5,561.0,101364.0,,
2021-06-25,568.0,617.0,568.0,600.0,79172.0,,
2021-06-28,657.5,675.0,587.0,637.0,91240.0,,
2021-06-29,666.5,675.0,551.0,559.5,114032.0,,
2021-06-30,567.5,574.5,501.0,520.0,76256.0,,
2021-07-01,520.5,535.0,503.0,512.5,36412.0,,
2021-07-02,517.0,517.5,462.0,497.0,69364.0,,
2021-07-06,504.0,505.0,446.29998779296875,452.5,52600.0,,
2021-07-07,458.0,464.5,430.0,435.5,35062.0,,
2021-07-08,431.5,454.0,426.6000061035156,435.0,33700.0,,
2021-07-09,453.0,490.45001220703125,442.5,477.5,44196.0,,
2021-07-12,473.0,477.5,446.0,447.5,28474.0,,
2021-07-13,447.5,450.0,427.5,431.0,32058.0,,
2021-07-14,434.0,439.5,395.0,402.5,33430.0,,
2021-07-15,407.5,411.5,395.5,409.5,26866.0,,
2021-07-16,418.5,422.0,390.5,397.0,36202.0,,
2021-07-19,389.5,439.5,359.5,439.5,58264.0,,
2021-07-20,437.0,454.20001220703125,420.0,434.5,30820.0,,
2021-07-21,436.5,463.5,434.0,457.5,34328.0,,
2021-07-22,457.0,537.0,455.0,536.0,54662.0,,
2021-07-23,527.5,571.0,490.0,543.5,64976.0,,
2021-07-26,542.5,555.0,492.5,504.5,34650.0,,
2021-07-27,510.0,533.5,487.5,506.5,22004.0,,
2021-07-28,506.0,509.0,486.0,491.5,14850.0,,
2021-07-29,485.0,490.04998779296875,445.5,468.0,27492.0,,
2021-07-30,465.0,465.0,440.0,449.0,21672.0,,
2021-08-02,451.5,484.0,447.5,476.5,19212.0,,
2021-08-03,473.0,476.5,452.5,459.5,12428.0,,
2021-08-04,457.5,462.75,430.0,432.0,23808.0,,
2021-08-05,433.0,441.5,428.0,433.0,12342.0,,
2021-08-06,441.0,446.0,430.0,443.0,10724.0,,
2021-08-09,437.5,472.0,415.0,428.0,62712.0,,
2021-08-10,433.0,433.0,406.0,430.5,59350.0,,
2021-08-11,427.5,439.0,408.5,413.0,36980.0,,
2021-08-12,415.0,420.0,399.5,404.0,107762.0,,
2021-08-13,370.0,382.0,362.5,378.5,51676.0,,
2021-08-16,374.5,374.5,344.1499938964844,357.5,40592.0,,
2021-08-17,357.5,417.5,346.5,393.0,75822.0,,
2021-08-18,395.0,455.5,395.0,415.0,73232.0,,
2021-08-19,407.5,424.5,395.0,403.5,26028.0,,
2021-08-20,393.5,403.5,383.0,396.0,40162.0,,
2021-08-23,390.0,395.0,369.5,375.0,52294.0,,
2021-08-24,372.5,394.0,366.0,389.5,38632.0,,
2021-08-25,390.0,391.5,373.5,381.5,29320.0,,
2021-08-26,379.5,382.5,369.5,370.5,20302.0,,
2021-08-27,370.0,387.5,368.0,383.5,23074.0,,
2021-08-30,382.5,383.20001220703125,362.5,366.5,24800.0,,
2021-08-31,365.5,390.0,363.45001220703125,386.5,25074.0,,
2021-09-01,379.0,382.1499938964844,366.8999938964844,378.0,25330.0,,
2021-09-02,379.0,401.0,376.0,383.5,26744.0,,
2021-09-03,381.0,397.3500061035156,376.0,379.5,24032.0,,
2021-09-07,382.0,383.5,346.0,347.0,82660.0,,
2021-09-08,348.5,351.5,327.5,331.0,55290.0,,
2021-09-09,332.5,353.0,329.5,346.0,36240.0,,
2021-09-10,350.0,364.5,331.0,331.5,48504.0,,
2021-09-13,335.5,337.0,314.0,319.5,55430.0,,
2021-09-14,318.0,328.0,306.0,309.0,46480.0,,
2021-09-15,313.0,315.20001220703125,305.0,314.0,30920.0,,
2021-09-16,307.5,367.5,307.5,359.5,143894.0,,
2021-09-17,365.0,372.0,341.04998779296875,351.0,175194.0,,
2021-09-20,330.5,346.5,327.0,335.0,35608.0,,
2021-09-21,339.5,339.5,316.5,322.5,39646.0,,
2021-09-22,328.5,334.0,324.5,326.5,25580.0,,
2021-09-23,328.5,329.1000061035156,320.5,325.5,25446.0,,
2021-09-24,321.5,322.20001220703125,310.5,311.5,22674.0,,
2021-09-27,312.5,322.5,310.5,315.0,19334.0,,
2021-09-28,312.5,313.0,296.5,303.5,33670.0,,
2021-09-29,302.0,308.0,291.5,292.0,40562.0,,
2021-09-30,295.5,297.5,277.0,277.0,48378.0,,
2021-10-01,279.0,284.0,270.0,282.0,42888.0,,
2021-10-04,277.5,285.0,265.5,275.5,35350.0,,
2021-10-05,274.5,283.0,265.5,274.5,33354.0,,
2021-10-06,267.0,267.5,256.0,261.5,44472.0,,
2021-10-07,259.5,273.0,257.5,266.0,29686.0,,
2021-10-08,267.0,272.0,263.0,265.0,17552.0,,
2021-10-11,266.0,269.5,261.5,263.5,18474.0,,
2021-10-12,265.0,268.5,262.0,267.5,13032.0,,
2021-10-13,266.0,268.5,257.5,265.5,23928.0,,
2021-10-14,264.5,273.0,262.5,270.0,21320.0,,
2021-10-15,272.5,275.0,265.0,265.0,30088.0,,
2021-10-18,265.0,265.0,259.0,262.5,23642.0,,
2021-10-19,262.5,269.5,262.25,266.0,19878.0,,
2021-10-20,266.5,269.0,258.5,262.0,31756.0,,
2021-10-21,262.5,262.5,256.5,259.5,27510.0,,
2021-10-22,250.5,255.0,240.5,248.5,53030.0,,
2021-10-25,242.5,264.0,237.5,263.0,55030.0,,
2021-10-26,265.0,277.3999938964844,258.5,261.5,31508.0,,
2021-10-27,263.5,264.0,253.0,256.0,14806.0,,
2021-10-28,255.5,272.5,251.0,260.5,29282.0,,
2021-10-29,262.0,269.5,259.0,263.0,15090.0,,
2021-11-01,265.0,281.0,263.5,275.5,25302.0,,
2021-11-02,277.5,280.0,263.25,266.5,17940.0,,
2021-11-03,266.0,277.0,264.5,270.5,18182.0,,
2021-11-04,271.5,272.75,258.0,259.0,20178.0,,
2021-11-05,257.0,258.25,246.0,250.0,38726.0,,
2021-11-08,255.0,255.5,245.5,250.0,25066.0,,
2021-11-09,250.5,252.0,238.0,244.5,37262.0,,
2021-11-10,241.0,245.5,231.0,234.5,38000.0,,
2021-11-11,237.0,237.0,226.25,229.0,40500.0,,
2021-11-12,231.0,245.0,230.5,238.5,29430.0,,
2021-11-15,244.5,244.5,224.0,231.0,91142.0,,
2021-11-16,174.5,189.5,167.5,183.5,194700.0,,
2021-11-17,176.0,176.64999389648438,151.5,156.0,150524.0,,
2021-11-18,153.5,154.5,136.0,141.5,111114.0,,
2021-11-19,141.0,154.0,136.5,138.0,50804.0,,
2021-11-22,141.5,146.0,133.0,143.0,45112.0,,
2021-11-23,136.0,139.5,129.0,134.5,55056.0,,
2021-11-24,133.0,139.0500030517578,129.5,138.0,34534.0,,
2021-11-26,138.5,146.5,136.0,146.5,31312.0,,
2021-11-29,144.5,144.5,127.5,131.0,54328.0,,
2021-11-30,131.5,133.5,118.5,130.0,98834.0,,
2021-12-01,132.5,132.5,120.5,125.5,58784.0,,
2021-12-02,125.0,127.75,117.0,123.0,47742.0,,
2021-12-03,124.0,124.0,111.0,118.5,68416.0,,
2021-12-06,116.0,122.0,108.0,117.5,35776.0,,
2021-12-07,118.5,126.5,118.0,121.5,25340.0,,
2021-12-08,123.0,133.0,118.5,131.5,32858.0,,
2021-12-09,130.75,133.75,118.5,120.0,34144.0,,
2021-12-10,120.5,122.4000015258789,115.25,116.5,25558.0,,
2021-12-13,115.5,117.5,110.75,113.5,21936.0,,
2021-12-14,111.5,116.5,110.0,110.5,25672.0,,
2021-12-15,111.5,113.0,104.0,113.0,49148.0,,
2021-12-16,115.0,115.5,108.75,110.0,38442.0,,
2021-12-17,109.5,120.0,107.0,118.5,42964.0,,
2021-12-20,116.0,116.0,106.5,111.5,36806.0,,
2021-12-21,113.0,116.25,110.0,114.0,22136.0,,
2021-12-22,113.5,117.0,111.0,117.0,21264.0,,
2021-12-23,116.0,126.0,114.5,126.0,40808.0,,
2021-12-27,126.0,127.0,119.25,122.0,29416.0,,
2021-12-28,120.0,120.6500015258789,109.0,112.5,70250.0,,
2021-12-29,110.0,112.0,108.0,111.0,32832.0,,
2021-12-30,109.5,125.75,109.3499984741211,120.0,68086.0,,
2021-12-31,119.0,125.0,117.0,118.5,32340.0,,
2022-01-03,119.5,127.0,119.5,124.0,24562.0,,
2022-01-04,123.0,123.0,113.0,113.5,19610.0,,
2022-01-05,113.5,113.5999984741211,104.5,104.5,26612.0,,
2022-01-06,105.0,107.5,99.0,107.0,24664.0,,
2022-01-07,105.5,110.0,103.5,104.0,13372.0,,
2022-01-10,102.5,103.0,97.0,101.0,26188.0,,
2022-01-11,101.0,104.5,99.1500015258789,102.5,18960.0,,
2022-01-12,103.0,104.75,100.0,101.0,14446.0,,
2022-01-13,100.5,101.30000305175781,95.5,96.5,25424.0,,
2022-01-14,95.0,98.5,95.0,97.5,25444.0,,
2022-01-18,97.5,101.0,92.0,93.0,31096.0,,
2022-01-19,94.0,94.0,88.0,90.0,23664.0,,
2022-01-20,91.0,94.75,87.0,87.5,28082.0,,
2022-01-21,85.5,88.25,82.0,82.0,36642.0,,
2022-01-24,80.5,86.0,75.25,86.0,51036.0,,
